Time	 FairTen1	 FairTen2	 FairTen3	 L1N20pX	 L2N20pX	 L3N20pX	 L1N20FX	 L2N20FX	 L3N20FX	 
(s)	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 (m)       	 (N)       	 (N)       	 (N)       	 
213.81	 943088	 892898	 892898	 3.60983	 -4.19017	 -4.19017	 770736	 -359026	 -359026	 
213.82	 943011	 892926	 892926	 3.61217	 -4.18783	 -4.18783	 770661	 -359042	 -359042	 
213.83	 942935	 892955	 892955	 3.6145	 -4.1855	 -4.1855	 770588	 -359058	 -359058	 
213.84	 942861	 892984	 892984	 3.61684	 -4.18316	 -4.18316	 770515	 -359073	 -359073	 
213.85	 942788	 893013	 893013	 3.61917	 -4.18083	 -4.18083	 770444	 -359089	 -359089	 
213.86	 942716	 893043	 893043	 3.62151	 -4.17849	 -4.17849	 770373	 -359105	 -359105	 
213.87	 942645	 893072	 893072	 3.62384	 -4.17616	 -4.17616	 770303	 -359121	 -359121	 
213.88	 942575	 893101	 893101	 3.62618	 -4.17382	 -4.17382	 770234	 -359136	 -359136	 
213.89	 942505	 893130	 893130	 3.62851	 -4.17149	 -4.17149	 770165	 -359152	 -359152	 
213.9	 942436	 893159	 893159	 3.63085	 -4.16915	 -4.16915	 770097	 -359168	 -359168	 
213.91	 942367	 893188	 893188	 3.63319	 -4.16681	 -4.16681	 770029	 -359184	 -359184	 
213.92	 942299	 893217	 893217	 3.63552	 -4.16448	 -4.16448	 769961	 -359200	 -359200	 
213.93	 942230	 893247	 893247	 3.63786	 -4.16214	 -4.16214	 769893	 -359215	 -359215	 
213.94	 942162	 893276	 893276	 3.6402	 -4.1598	 -4.1598	 769825	 -359231	 -359231	 
213.95	 942094	 893305	 893305	 3.64253	 -4.15747	 -4.15747	 769757	 -359247	 -359247	 
213.96	 942025	 893334	 893334	 3.64487	 -4.15513	 -4.15513	 769689	 -359263	 -359263	 
213.97	 941957	 893364	 893364	 3.64721	 -4.15279	 -4.15279	 769621	 -359279	 -359279	 
213.98	 941888	 893393	 893393	 3.64955	 -4.15045	 -4.15045	 769553	 -359294	 -359294	 
213.99	 941819	 893423	 893423	 3.65188	 -4.14812	 -4.14812	 769485	 -359310	 -359310	 
214	 941750	 893452	 893452	 3.65422	 -4.14578	 -4.14578	 769416	 -359326	 -359326	 
214.01	 941681	 893481	 893481	 3.65656	 -4.14344	 -4.14344	 769348	 -359342	 -359342	 
214.02	 941611	 893511	 893511	 3.6589	 -4.1411	 -4.1411	 769279	 -359358	 -359358	 
214.03	 941541	 893540	 893540	 3.66124	 -4.13876	 -4.13876	 769209	 -359373	 -359373	 
214.04	 941470	 893570	 893570	 3.66358	 -4.13642	 -4.13642	 769140	 -359389	 -359389	 
214.05	 941400	 893599	 893599	 3.66592	 -4.13408	 -4.13408	 769070	 -359405	 -359405	 
214.06	 941329	 893629	 893629	 3.66826	 -4.13174	 -4.13174	 769000	 -359421	 -359421	 
214.07	 941257	 893658	 893658	 3.6706	 -4.1294	 -4.1294	 768929	 -359437	 -359437	 
214.08	 941185	 893688	 893688	 3.67294	 -4.12706	 -4.12706	 768858	 -359453	 -359453	 
214.09	 941112	 893717	 893717	 3.67528	 -4.12472	 -4.12472	 768787	 -359468	 -359468	 
214.1	 941039	 893747	 893747	 3.67762	 -4.12238	 -4.12238	 768715	 -359484	 -359484	 
214.11	 940965	 893777	 893777	 3.67996	 -4.12004	 -4.12004	 768643	 -359500	 -359500	 
214.12	 940891	 893806	 893806	 3.6823	 -4.1177	 -4.1177	 768570	 -359516	 -359516	 
214.13	 940816	 893836	 893836	 3.68465	 -4.11535	 -4.11535	 768496	 -359532	 -359532	 
214.14	 940740	 893866	 893866	 3.68699	 -4.11301	 -4.11301	 768422	 -359548	 -359548	 
214.15	 940663	 893895	 893895	 3.68933	 -4.11067	 -4.11067	 768347	 -359564	 -359564	 
214.16	 940585	 893925	 893925	 3.69167	 -4.10833	 -4.10833	 768271	 -359580	 -359580	 
214.17	 940506	 893955	 893955	 3.69401	 -4.10599	 -4.10599	 768194	 -359595	 -359595	 
214.18	 940426	 893984	 893984	 3.69636	 -4.10364	 -4.10364	 768116	 -359611	 -359611	 
214.19	 940344	 894014	 894014	 3.6987	 -4.1013	 -4.1013	 768038	 -359627	 -359627	 
214.2	 940262	 894044	 894044	 3.70104	 -4.09896	 -4.09896	 767958	 -359643	 -359643	 
214.21	 940178	 894074	 894074	 3.70339	 -4.09661	 -4.09661	 767877	 -359659	 -359659	 
214.22	 940093	 894103	 894103	 3.70573	 -4.09427	 -4.09427	 767796	 -359675	 -359675	 
214.23	 940007	 894133	 894133	 3.70807	 -4.09193	 -4.09193	 767713	 -359691	 -359691	 
214.24	 939919	 894163	 894163	 3.71042	 -4.08958	 -4.08958	 767628	 -359707	 -359707	 
214.25	 939829	 894193	 894193	 3.71276	 -4.08724	 -4.08724	 767543	 -359723	 -359723	 
214.26	 939739	 894223	 894223	 3.71511	 -4.08489	 -4.08489	 767457	 -359739	 -359739	 
214.27	 939647	 894252	 894252	 3.71745	 -4.08255	 -4.08255	 767369	 -359755	 -359755	 
214.28	 939553	 894282	 894282	 3.7198	 -4.0802	 -4.0802	 767280	 -359771	 -359771	 
214.29	 939458	 894312	 894312	 3.72214	 -4.07786	 -4.07786	 767190	 -359787	 -359787	 
214.3	 939362	 894342	 894342	 3.72449	 -4.07551	 -4.07551	 767100	 -359803	 -359803	 
214.31	 939265	 894372	 894372	 3.72683	 -4.07317	 -4.07317	 767008	 -359819	 -359819	 
214.32	 939167	 894402	 894402	 3.72918	 -4.07082	 -4.07082	 766915	 -359835	 -359835	 
214.33	 939067	 894432	 894432	 3.73153	 -4.06847	 -4.06847	 766821	 -359851	 -359851	 
214.34	 938967	 894461	 894461	 3.73387	 -4.06613	 -4.06613	 766726	 -359867	 -359867	 
214.35	 938865	 894491	 894491	 3.73622	 -4.06378	 -4.06378	 766631	 -359883	 -359883	 
214.36	 938764	 894521	 894521	 3.73857	 -4.06143	 -4.06143	 766535	 -359899	 -359899	 
214.37	 938661	 894551	 894551	 3.74091	 -4.05909	 -4.05909	 766439	 -359915	 -359915	 
214.38	 938558	 894581	 894581	 3.74326	 -4.05674	 -4.05674	 766342	 -359931	 -359931	 
214.39	 938455	 894611	 894611	 3.74561	 -4.05439	 -4.05439	 766245	 -359947	 -359947	 
214.4	 938351	 894641	 894641	 3.74796	 -4.05204	 -4.05204	 766148	 -359963	 -359963	 
214.41	 938248	 894671	 894671	 3.7503	 -4.0497	 -4.0497	 766051	 -359979	 -359979	 
214.42	 938144	 894701	 894701	 3.75265	 -4.04735	 -4.04735	 765954	 -359995	 -359995	 
214.43	 938041	 894731	 894731	 3.755	 -4.045	 -4.045	 765857	 -360011	 -360011	 
214.44	 937939	 894761	 894761	 3.75735	 -4.04265	 -4.04265	 765761	 -360027	 -360027	 
214.45	 937836	 894791	 894791	 3.7597	 -4.0403	 -4.0403	 765665	 -360043	 -360043	 
214.46	 937735	 894821	 894821	 3.76205	 -4.03795	 -4.03795	 765569	 -360059	 -360059	 
214.47	 937634	 894850	 894850	 3.7644	 -4.0356	 -4.0356	 765475	 -360075	 -360075	 
214.48	 937534	 894880	 894880	 3.76675	 -4.03325	 -4.03325	 765380	 -360092	 -360092	 
214.49	 937436	 894910	 894910	 3.7691	 -4.0309	 -4.0309	 765287	 -360108	 -360108	 
214.5	 937338	 894940	 894940	 3.77145	 -4.02855	 -4.02855	 765195	 -360124	 -360124	 
214.51	 937241	 894970	 894970	 3.7738	 -4.0262	 -4.0262	 765103	 -360140	 -360140	 
214.52	 937146	 895000	 895000	 3.77615	 -4.02385	 -4.02385	 765013	 -360156	 -360156	 
214.53	 937052	 895030	 895030	 3.7785	 -4.0215	 -4.0215	 764924	 -360172	 -360172	 
214.54	 936960	 895060	 895060	 3.78085	 -4.01915	 -4.01915	 764836	 -360189	 -360189	 
214.55	 936869	 895090	 895090	 3.7832	 -4.0168	 -4.0168	 764749	 -360205	 -360205	 
214.56	 936779	 895120	 895120	 3.78555	 -4.01445	 -4.01445	 764663	 -360221	 -360221	 
214.57	 936691	 895150	 895150	 3.7879	 -4.0121	 -4.0121	 764578	 -360237	 -360237	 
214.58	 936604	 895180	 895180	 3.79025	 -4.00975	 -4.00975	 764495	 -360253	 -360253	 
214.59	 936519	 895210	 895210	 3.7926	 -4.0074	 -4.0074	 764413	 -360270	 -360270	 
214.6	 936436	 895240	 895240	 3.79496	 -4.00504	 -4.00504	 764332	 -360286	 -360286	 
214.61	 936353	 895270	 895270	 3.79731	 -4.00269	 -4.00269	 764252	 -360302	 -360302	 
214.62	 936273	 895300	 895300	 3.79966	 -4.00034	 -4.00034	 764173	 -360318	 -360318	 
214.63	 936193	 895330	 895330	 3.80201	 -3.99799	 -3.99799	 764096	 -360335	 -360335	 
214.64	 936115	 895359	 895359	 3.80437	 -3.99563	 -3.99563	 764019	 -360351	 -360351	 
214.65	 936038	 895389	 895389	 3.80672	 -3.99328	 -3.99328	 763944	 -360367	 -360367	 
214.66	 935962	 895419	 895419	 3.80907	 -3.99093	 -3.99093	 763870	 -360383	 -360383	 
214.67	 935888	 895449	 895449	 3.81143	 -3.98857	 -3.98857	 763796	 -360400	 -360400	 
214.68	 935815	 895479	 895479	 3.81378	 -3.98622	 -3.98622	 763724	 -360416	 -360416	 
214.69	 935742	 895509	 895509	 3.81613	 -3.98387	 -3.98387	 763652	 -360432	 -360432	 
214.7	 935671	 895539	 895539	 3.81849	 -3.98151	 -3.98151	 763581	 -360449	 -360449	 
214.71	 935601	 895569	 895569	 3.82084	 -3.97916	 -3.97916	 763511	 -360465	 -360465	 
214.72	 935531	 895599	 895599	 3.8232	 -3.9768	 -3.9768	 763441	 -360481	 -360481	 
214.73	 935462	 895629	 895629	 3.82555	 -3.97445	 -3.97445	 763372	 -360498	 -360498	 
214.74	 935394	 895659	 895659	 3.82791	 -3.97209	 -3.97209	 763304	 -360514	 -360514	 
214.75	 935326	 895688	 895688	 3.83026	 -3.96974	 -3.96974	 763236	 -360530	 -360530	 
214.76	 935259	 895718	 895718	 3.83262	 -3.96738	 -3.96738	 763169	 -360547	 -360547	 
214.77	 935193	 895748	 895748	 3.83497	 -3.96503	 -3.96503	 763102	 -360563	 -360563	 
214.78	 935126	 895778	 895778	 3.83733	 -3.96267	 -3.96267	 763035	 -360580	 -360580	 
214.79	 935060	 895808	 895808	 3.83968	 -3.96032	 -3.96032	 762969	 -360596	 -360596	 
214.8	 934995	 895838	 895838	 3.84204	 -3.95796	 -3.95796	 762902	 -360612	 -360612	 
214.81	 934929	 895868	 895868	 3.8444	 -3.9556	 -3.9556	 762836	 -360629	 -360629	 
214.82	 934864	 895898	 895898	 3.84675	 -3.95325	 -3.95325	 762770	 -360645	 -360645	 
214.83	 934799	 895927	 895927	 3.84911	 -3.95089	 -3.95089	 762704	 -360662	 -360662	 
214.84	 934734	 895957	 895957	 3.85146	 -3.94854	 -3.94854	 762638	 -360678	 -360678	 
214.85	 934669	 895987	 895987	 3.85382	 -3.94618	 -3.94618	 762573	 -360694	 -360694	 
214.86	 934603	 896017	 896017	 3.85618	 -3.94382	 -3.94382	 762506	 -360711	 -360711	 
214.87	 934538	 896047	 896047	 3.85854	 -3.94146	 -3.94146	 762440	 -360727	 -360727	 
214.88	 934472	 896077	 896077	 3.86089	 -3.93911	 -3.93911	 762374	 -360744	 -360744	 
214.89	 934406	 896106	 896106	 3.86325	 -3.93675	 -3.93675	 762307	 -360760	 -360760	 
214.9	 934340	 896136	 896136	 3.86561	 -3.93439	 -3.93439	 762240	 -360777	 -360777	 
214.91	 934273	 896166	 896166	 3.86797	 -3.93203	 -3.93203	 762173	 -360793	 -360793	 
214.92	 934206	 896196	 896196	 3.87033	 -3.92967	 -3.92967	 762106	 -360810	 -360810	 
214.93	 934139	 896226	 896226	 3.87268	 -3.92732	 -3.92732	 762038	 -360826	 -360826	 
214.94	 934071	 896255	 896255	 3.87504	 -3.92496	 -3.92496	 761970	 -360842	 -360842	 
214.95	 934002	 896285	 896285	 3.8774	 -3.9226	 -3.9226	 761901	 -360859	 -360859	 
214.96	 933933	 896315	 896315	 3.87976	 -3.92024	 -3.92024	 761832	 -360875	 -360875	 
214.97	 933864	 896345	 896345	 3.88212	 -3.91788	 -3.91788	 761762	 -360892	 -360892	 
214.98	 933793	 896374	 896374	 3.88448	 -3.91552	 -3.91552	 761692	 -360908	 -360908	 
214.99	 933723	 896404	 896404	 3.88684	 -3.91316	 -3.91316	 761621	 -360925	 -360925	 
215	 933651	 896434	 896434	 3.8892	 -3.9108	 -3.9108	 761550	 -360941	 -360941	 
215.01	 933579	 896464	 896464	 3.89156	 -3.90844	 -3.90844	 761479	 -360958	 -360958	 
215.02	 933506	 896493	 896493	 3.89392	 -3.90608	 -3.90608	 761406	 -360974	 -360974	 
215.03	 933433	 896523	 896523	 3.89628	 -3.90372	 -3.90372	 761333	 -360991	 -360991	 
215.04	 933359	 896553	 896553	 3.89864	 -3.90136	 -3.90136	 761260	 -361007	 -361007	 
215.05	 933284	 896583	 896583	 3.901	 -3.899	 -3.899	 761186	 -361024	 -361024	 
215.06	 933209	 896612	 896612	 3.90336	 -3.89664	 -3.89664	 761112	 -361040	 -361040	 
215.07	 933133	 896642	 896642	 3.90572	 -3.89428	 -3.89428	 761037	 -361057	 -361057	 
215.08	 933056	 896672	 896672	 3.90808	 -3.89192	 -3.89192	 760961	 -361074	 -361074	 
215.09	 932978	 896702	 896702	 3.91044	 -3.88956	 -3.88956	 760885	 -361090	 -361090	 
215.1	 932900	 896732	 896732	 3.9128	 -3.8872	 -3.8872	 760809	 -361107	 -361107	 
215.11	 932823	 896761	 896761	 3.91517	 -3.88483	 -3.88483	 760732	 -361123	 -361123	 
215.12	 932744	 896791	 896791	 3.91753	 -3.88247	 -3.88247	 760655	 -361140	 -361140	 
215.13	 932665	 896820	 896820	 3.91989	 -3.88011	 -3.88011	 760578	 -361156	 -361156	 
215.14	 932586	 896850	 896850	 3.92225	 -3.87775	 -3.87775	 760500	 -361173	 -361173	 
215.15	 932506	 896880	 896880	 3.92461	 -3.87539	 -3.87539	 760422	 -361189	 -361189	 
215.16	 932427	 896909	 896909	 3.92698	 -3.87302	 -3.87302	 760344	 -361206	 -361206	 
215.17	 932347	 896939	 896939	 3.92934	 -3.87066	 -3.87066	 760266	 -361222	 -361222	 
215.18	 932267	 896969	 896969	 3.9317	 -3.8683	 -3.8683	 760188	 -361239	 -361239	 
215.19	 932187	 896998	 896998	 3.93406	 -3.86594	 -3.86594	 760110	 -361255	 -361255	 
215.2	 932107	 897028	 897028	 3.93643	 -3.86357	 -3.86357	 760032	 -361272	 -361272	 
215.21	 932028	 897057	 897057	 3.93879	 -3.86121	 -3.86121	 759954	 -361288	 -361288	 
215.22	 931948	 897087	 897087	 3.94115	 -3.85885	 -3.85885	 759876	 -361305	 -361305	 
215.23	 931869	 897117	 897117	 3.94352	 -3.85648	 -3.85648	 759798	 -361321	 -361321	 
215.24	 931790	 897146	 897146	 3.94588	 -3.85412	 -3.85412	 759721	 -361338	 -361338	 
215.25	 931712	 897176	 897176	 3.94825	 -3.85175	 -3.85175	 759644	 -361354	 -361354	 
215.26	 931634	 897205	 897205	 3.95061	 -3.84939	 -3.84939	 759567	 -361371	 -361371	 
215.27	 931557	 897235	 897235	 3.95297	 -3.84703	 -3.84703	 759491	 -361387	 -361387	 
215.28	 931480	 897264	 897264	 3.95534	 -3.84466	 -3.84466	 759416	 -361404	 -361404	 
215.29	 931404	 897294	 897294	 3.9577	 -3.8423	 -3.8423	 759341	 -361420	 -361420	 
215.3	 931329	 897324	 897324	 3.96007	 -3.83993	 -3.83993	 759266	 -361437	 -361437	 
215.31	 931254	 897353	 897353	 3.96243	 -3.83757	 -3.83757	 759192	 -361453	 -361453	 
215.32	 931180	 897383	 897383	 3.9648	 -3.8352	 -3.8352	 759119	 -361470	 -361470	 
215.33	 931108	 897412	 897412	 3.96716	 -3.83284	 -3.83284	 759047	 -361486	 -361486	 
215.34	 931036	 897442	 897442	 3.96953	 -3.83047	 -3.83047	 758975	 -361503	 -361503	 
215.35	 930964	 897471	 897471	 3.97189	 -3.82811	 -3.82811	 758904	 -361519	 -361519	 
215.36	 930894	 897501	 897501	 3.97426	 -3.82574	 -3.82574	 758834	 -361536	 -361536	 
215.37	 930825	 897530	 897530	 3.97663	 -3.82337	 -3.82337	 758765	 -361552	 -361552	 
215.38	 930757	 897560	 897560	 3.97899	 -3.82101	 -3.82101	 758696	 -361569	 -361569	 
215.39	 930690	 897590	 897590	 3.98136	 -3.81864	 -3.81864	 758628	 -361585	 -361585	 
215.4	 930624	 897619	 897619	 3.98372	 -3.81628	 -3.81628	 758561	 -361602	 -361602	 
215.41	 930558	 897649	 897649	 3.98609	 -3.81391	 -3.81391	 758495	 -361618	 -361618	 
215.42	 930494	 897678	 897678	 3.98846	 -3.81154	 -3.81154	 758430	 -361634	 -361634	 
215.43	 930431	 897708	 897708	 3.99082	 -3.80918	 -3.80918	 758365	 -361651	 -361651	 
215.44	 930368	 897737	 897737	 3.99319	 -3.80681	 -3.80681	 758301	 -361667	 -361667	 
215.45	 930307	 897767	 897767	 3.99556	 -3.80444	 -3.80444	 758238	 -361684	 -361684	 
215.46	 930246	 897796	 897796	 3.99792	 -3.80208	 -3.80208	 758175	 -361700	 -361700	 
215.47	 930186	 897826	 897826	 4.00029	 -3.79971	 -3.79971	 758114	 -361717	 -361717	 
215.48	 930127	 897855	 897855	 4.00266	 -3.79734	 -3.79734	 758052	 -361733	 -361733	 
215.49	 930068	 897885	 897885	 4.00503	 -3.79497	 -3.79497	 757992	 -361749	 -361749	 
215.5	 930011	 897914	 897914	 4.0074	 -3.7926	 -3.7926	 757932	 -361766	 -361766	 
215.51	 929954	 897944	 897944	 4.00976	 -3.79024	 -3.79024	 757873	 -361782	 -361782	 
215.52	 929897	 897974	 897974	 4.01213	 -3.78787	 -3.78787	 757814	 -361799	 -361799	 
215.53	 929842	 898003	 898003	 4.0145	 -3.7855	 -3.7855	 757755	 -361815	 -361815	 
215.54	 929786	 898033	 898033	 4.01687	 -3.78313	 -3.78313	 757697	 -361832	 -361832	 
215.55	 929731	 898062	 898062	 4.01924	 -3.78076	 -3.78076	 757640	 -361848	 -361848	 
215.56	 929677	 898092	 898092	 4.02161	 -3.77839	 -3.77839	 757582	 -361864	 -361864	 
215.57	 929623	 898121	 898121	 4.02397	 -3.77603	 -3.77603	 757525	 -361881	 -361881	 
215.58	 929569	 898151	 898151	 4.02634	 -3.77366	 -3.77366	 757469	 -361897	 -361897	 
215.59	 929516	 898181	 898181	 4.02871	 -3.77129	 -3.77129	 757412	 -361913	 -361913	 
215.6	 929462	 898210	 898210	 4.03108	 -3.76892	 -3.76892	 757356	 -361930	 -361930	 
215.61	 929409	 898240	 898240	 4.03345	 -3.76655	 -3.76655	 757299	 -361946	 -361946	 
215.62	 929356	 898269	 898269	 4.03582	 -3.76418	 -3.76418	 757243	 -361963	 -361963	 
215.63	 929303	 898299	 898299	 4.03819	 -3.76181	 -3.76181	 757187	 -361979	 -361979	 
215.64	 929250	 898328	 898328	 4.04056	 -3.75944	 -3.75944	 757131	 -361995	 -361995	 
215.65	 929196	 898358	 898358	 4.04293	 -3.75707	 -3.75707	 757074	 -362012	 -362012	 
215.66	 929143	 898388	 898388	 4.0453	 -3.7547	 -3.7547	 757018	 -362028	 -362028	 
215.67	 929090	 898417	 898417	 4.04767	 -3.75233	 -3.75233	 756961	 -362044	 -362044	 
215.68	 929036	 898447	 898447	 4.05004	 -3.74996	 -3.74996	 756905	 -362061	 -362061	 
215.69	 928982	 898476	 898476	 4.05241	 -3.74759	 -3.74759	 756848	 -362077	 -362077	 
215.7	 928928	 898506	 898506	 4.05478	 -3.74522	 -3.74522	 756791	 -362094	 -362094	 
215.71	 928873	 898536	 898536	 4.05715	 -3.74285	 -3.74285	 756733	 -362110	 -362110	 
215.72	 928818	 898565	 898565	 4.05952	 -3.74048	 -3.74048	 756676	 -362126	 -362126	 
215.73	 928763	 898595	 898595	 4.06189	 -3.73811	 -3.73811	 756618	 -362143	 -362143	 
215.74	 928707	 898625	 898625	 4.06427	 -3.73573	 -3.73573	 756559	 -362159	 -362159	 
215.75	 928651	 898654	 898654	 4.06664	 -3.73336	 -3.73336	 756500	 -362175	 -362175	 
215.76	 928594	 898684	 898684	 4.06901	 -3.73099	 -3.73099	 756441	 -362192	 -362192	 
215.77	 928537	 898714	 898714	 4.07138	 -3.72862	 -3.72862	 756382	 -362208	 -362208	 
215.78	 928479	 898743	 898743	 4.07375	 -3.72625	 -3.72625	 756322	 -362224	 -362224	 
215.79	 928421	 898773	 898773	 4.07612	 -3.72388	 -3.72388	 756261	 -362241	 -362241	 
215.8	 928362	 898803	 898803	 4.0785	 -3.7215	 -3.7215	 756200	 -362257	 -362257	 
215.81	 928303	 898832	 898832	 4.08087	 -3.71913	 -3.71913	 756139	 -362273	 -362273	 
215.82	 928243	 898862	 898862	 4.08324	 -3.71676	 -3.71676	 756078	 -362290	 -362290	 
215.83	 928182	 898892	 898892	 4.08561	 -3.71439	 -3.71439	 756015	 -362306	 -362306	 
215.84	 928121	 898922	 898922	 4.08798	 -3.71202	 -3.71202	 755953	 -362322	 -362322	 
215.85	 928060	 898951	 898951	 4.09036	 -3.70964	 -3.70964	 755890	 -362339	 -362339	 
215.86	 927998	 898981	 898981	 4.09273	 -3.70727	 -3.70727	 755826	 -362355	 -362355	 
215.87	 927936	 899011	 899011	 4.0951	 -3.7049	 -3.7049	 755763	 -362371	 -362371	 
215.88	 927873	 899041	 899041	 4.09748	 -3.70252	 -3.70252	 755698	 -362388	 -362388	 
215.89	 927809	 899070	 899070	 4.09985	 -3.70015	 -3.70015	 755634	 -362404	 -362404	 
215.9	 927746	 899100	 899100	 4.10222	 -3.69778	 -3.69778	 755569	 -362420	 -362420	 
215.91	 927681	 899130	 899130	 4.1046	 -3.6954	 -3.6954	 755504	 -362437	 -362437	 
215.92	 927617	 899160	 899160	 4.10697	 -3.69303	 -3.69303	 755438	 -362453	 -362453	 
215.93	 927552	 899189	 899189	 4.10934	 -3.69066	 -3.69066	 755373	 -362469	 -362469	 
215.94	 927487	 899219	 899219	 4.11172	 -3.68828	 -3.68828	 755307	 -362486	 -362486	 
215.95	 927422	 899249	 899249	 4.11409	 -3.68591	 -3.68591	 755240	 -362502	 -362502	 
215.96	 927356	 899279	 899279	 4.11646	 -3.68354	 -3.68354	 755174	 -362518	 -362518	 
215.97	 927290	 899309	 899309	 4.11884	 -3.68116	 -3.68116	 755108	 -362535	 -362535	 
215.98	 927224	 899338	 899338	 4.12121	 -3.67879	 -3.67879	 755041	 -362551	 -362551	 
215.99	 927158	 899368	 899368	 4.12359	 -3.67641	 -3.67641	 754974	 -362567	 -362567	 
216	 927092	 899398	 899398	 4.12596	 -3.67404	 -3.67404	 754908	 -362584	 -362584	 
216.01	 927026	 899428	 899428	 4.12834	 -3.67166	 -3.67166	 754841	 -362600	 -362600	 
216.02	 926960	 899458	 899458	 4.13071	 -3.66929	 -3.66929	 754774	 -362616	 -362616	 
216.03	 926894	 899488	 899488	 4.13309	 -3.66691	 -3.66691	 754708	 -362633	 -362633	 
216.04	 926829	 899517	 899517	 4.13546	 -3.66454	 -3.66454	 754641	 -362649	 -362649	 
216.05	 926763	 899547	 899547	 4.13784	 -3.66216	 -3.66216	 754575	 -362665	 -362665	 
216.06	 926698	 899577	 899577	 4.14021	 -3.65979	 -3.65979	 754509	 -362682	 -362682	 
216.07	 926633	 899607	 899607	 4.14259	 -3.65741	 -3.65741	 754443	 -362698	 -362698	 
216.08	 926568	 899636	 899636	 4.14496	 -3.65504	 -3.65504	 754377	 -362714	 -362714	 
216.09	 926503	 899666	 899666	 4.14734	 -3.65266	 -3.65266	 754312	 -362731	 -362731	 
216.1	 926439	 899696	 899696	 4.14971	 -3.65029	 -3.65029	 754247	 -362747	 -362747	 
216.11	 926375	 899726	 899726	 4.15209	 -3.64791	 -3.64791	 754182	 -362764	 -362764	 
216.12	 926312	 899756	 899756	 4.15446	 -3.64554	 -3.64554	 754117	 -362780	 -362780	 
216.13	 926249	 899786	 899786	 4.15684	 -3.64316	 -3.64316	 754053	 -362796	 -362796	 
216.14	 926186	 899816	 899816	 4.15922	 -3.64078	 -3.64078	 753989	 -362813	 -362813	 
216.15	 926124	 899846	 899846	 4.16159	 -3.63841	 -3.63841	 753926	 -362829	 -362829	 
216.16	 926063	 899876	 899876	 4.16397	 -3.63603	 -3.63603	 753863	 -362845	 -362845	 
216.17	 926002	 899906	 899906	 4.16634	 -3.63366	 -3.63366	 753801	 -362862	 -362862	 
216.18	 925941	 899936	 899936	 4.16872	 -3.63128	 -3.63128	 753738	 -362878	 -362878	 
216.19	 925881	 899966	 899966	 4.1711	 -3.6289	 -3.6289	 753677	 -362895	 -362895	 
216.2	 925821	 899996	 899996	 4.17347	 -3.62653	 -3.62653	 753615	 -362911	 -362911	 
216.21	 925762	 900026	 900026	 4.17585	 -3.62415	 -3.62415	 753554	 -362928	 -362928	 
216.22	 925704	 900056	 900056	 4.17823	 -3.62177	 -3.62177	 753494	 -362944	 -362944	 
216.23	 925646	 900086	 900086	 4.1806	 -3.6194	 -3.6194	 753434	 -362960	 -362960	 
216.24	 925588	 900116	 900116	 4.18298	 -3.61702	 -3.61702	 753374	 -362977	 -362977	 
216.25	 925531	 900146	 900146	 4.18536	 -3.61464	 -3.61464	 753315	 -362993	 -362993	 
216.26	 925474	 900176	 900176	 4.18774	 -3.61226	 -3.61226	 753256	 -363010	 -363010	 
216.27	 925418	 900206	 900206	 4.19011	 -3.60989	 -3.60989	 753198	 -363026	 -363026	 
216.28	 925362	 900236	 900236	 4.19249	 -3.60751	 -3.60751	 753140	 -363043	 -363043	 
216.29	 925307	 900266	 900266	 4.19487	 -3.60513	 -3.60513	 753082	 -363059	 -363059	 
