Time	 FairTen1	 FairTen2	 FairTen3	 L1N20pX	 L2N20pX	 L3N20pX	 L1N20FX	 L2N20FX	 L3N20FX	 
(s)	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 (m)       	 (N)       	 (N)       	 (N)       	 
211.15	 961054	 885219	 885219	 3.00013	 -4.79987	 -4.79987	 788533	 -354804	 -354804	 
211.16	 960991	 885249	 885249	 3.00237	 -4.79763	 -4.79763	 788470	 -354820	 -354820	 
211.17	 960927	 885280	 885280	 3.00462	 -4.79538	 -4.79538	 788406	 -354837	 -354837	 
211.18	 960863	 885310	 885310	 3.00686	 -4.79314	 -4.79314	 788342	 -354854	 -354854	 
211.19	 960799	 885340	 885340	 3.00911	 -4.79089	 -4.79089	 788278	 -354870	 -354870	 
211.2	 960736	 885370	 885370	 3.01135	 -4.78865	 -4.78865	 788215	 -354887	 -354887	 
211.21	 960672	 885400	 885400	 3.0136	 -4.7864	 -4.7864	 788151	 -354904	 -354904	 
211.22	 960609	 885431	 885431	 3.01585	 -4.78415	 -4.78415	 788087	 -354920	 -354920	 
211.23	 960545	 885461	 885461	 3.01809	 -4.78191	 -4.78191	 788024	 -354937	 -354937	 
211.24	 960481	 885491	 885491	 3.02034	 -4.77966	 -4.77966	 787960	 -354953	 -354953	 
211.25	 960418	 885522	 885522	 3.02259	 -4.77741	 -4.77741	 787896	 -354970	 -354970	 
211.26	 960354	 885552	 885552	 3.02484	 -4.77516	 -4.77516	 787833	 -354987	 -354987	 
211.27	 960290	 885583	 885583	 3.02708	 -4.77292	 -4.77292	 787769	 -355003	 -355003	 
211.28	 960227	 885613	 885613	 3.02933	 -4.77067	 -4.77067	 787705	 -355020	 -355020	 
211.29	 960163	 885643	 885643	 3.03158	 -4.76842	 -4.76842	 787642	 -355037	 -355037	 
211.3	 960100	 885674	 885674	 3.03383	 -4.76617	 -4.76617	 787578	 -355053	 -355053	 
211.31	 960036	 885705	 885705	 3.03608	 -4.76392	 -4.76392	 787515	 -355070	 -355070	 
211.32	 959973	 885735	 885735	 3.03833	 -4.76167	 -4.76167	 787451	 -355087	 -355087	 
211.33	 959909	 885766	 885766	 3.04058	 -4.75942	 -4.75942	 787387	 -355103	 -355103	 
211.34	 959845	 885796	 885796	 3.04283	 -4.75717	 -4.75717	 787324	 -355120	 -355120	 
211.35	 959782	 885827	 885827	 3.04509	 -4.75491	 -4.75491	 787260	 -355137	 -355137	 
211.36	 959718	 885858	 885858	 3.04734	 -4.75266	 -4.75266	 787197	 -355153	 -355153	 
211.37	 959655	 885888	 885888	 3.04959	 -4.75041	 -4.75041	 787133	 -355170	 -355170	 
211.38	 959591	 885919	 885919	 3.05184	 -4.74816	 -4.74816	 787069	 -355186	 -355186	 
211.39	 959528	 885950	 885950	 3.0541	 -4.7459	 -4.7459	 787006	 -355203	 -355203	 
211.4	 959464	 885980	 885980	 3.05635	 -4.74365	 -4.74365	 786942	 -355220	 -355220	 
211.41	 959401	 886011	 886011	 3.0586	 -4.7414	 -4.7414	 786879	 -355236	 -355236	 
211.42	 959337	 886042	 886042	 3.06086	 -4.73914	 -4.73914	 786815	 -355253	 -355253	 
211.43	 959274	 886073	 886073	 3.06311	 -4.73689	 -4.73689	 786752	 -355269	 -355269	 
211.44	 959210	 886103	 886103	 3.06537	 -4.73463	 -4.73463	 786688	 -355286	 -355286	 
211.45	 959147	 886134	 886134	 3.06762	 -4.73238	 -4.73238	 786625	 -355303	 -355303	 
211.46	 959084	 886165	 886165	 3.06988	 -4.73012	 -4.73012	 786561	 -355319	 -355319	 
211.47	 959020	 886196	 886196	 3.07214	 -4.72786	 -4.72786	 786498	 -355336	 -355336	 
211.48	 958957	 886227	 886227	 3.07439	 -4.72561	 -4.72561	 786434	 -355352	 -355352	 
211.49	 958893	 886258	 886258	 3.07665	 -4.72335	 -4.72335	 786371	 -355369	 -355369	 
211.5	 958830	 886288	 886288	 3.07891	 -4.72109	 -4.72109	 786307	 -355385	 -355385	 
211.51	 958766	 886319	 886319	 3.08117	 -4.71883	 -4.71883	 786244	 -355402	 -355402	 
211.52	 958703	 886350	 886350	 3.08343	 -4.71657	 -4.71657	 786180	 -355419	 -355419	 
211.53	 958640	 886381	 886381	 3.08568	 -4.71432	 -4.71432	 786117	 -355435	 -355435	 
211.54	 958576	 886412	 886412	 3.08794	 -4.71206	 -4.71206	 786053	 -355452	 -355452	 
211.55	 958513	 886443	 886443	 3.0902	 -4.7098	 -4.7098	 785990	 -355468	 -355468	 
211.56	 958449	 886474	 886474	 3.09246	 -4.70754	 -4.70754	 785926	 -355485	 -355485	 
211.57	 958386	 886505	 886505	 3.09472	 -4.70528	 -4.70528	 785863	 -355501	 -355501	 
211.58	 958323	 886536	 886536	 3.09698	 -4.70302	 -4.70302	 785799	 -355518	 -355518	 
211.59	 958259	 886566	 886566	 3.09925	 -4.70075	 -4.70075	 785736	 -355534	 -355534	 
211.6	 958196	 886597	 886597	 3.10151	 -4.69849	 -4.69849	 785672	 -355551	 -355551	 
211.61	 958133	 886628	 886628	 3.10377	 -4.69623	 -4.69623	 785609	 -355567	 -355567	 
211.62	 958069	 886659	 886659	 3.10603	 -4.69397	 -4.69397	 785546	 -355583	 -355583	 
211.63	 958006	 886690	 886690	 3.1083	 -4.6917	 -4.6917	 785482	 -355600	 -355600	 
211.64	 957943	 886721	 886721	 3.11056	 -4.68944	 -4.68944	 785419	 -355616	 -355616	 
211.65	 957880	 886752	 886752	 3.11282	 -4.68718	 -4.68718	 785356	 -355633	 -355633	 
211.66	 957816	 886783	 886783	 3.11509	 -4.68491	 -4.68491	 785292	 -355649	 -355649	 
211.67	 957753	 886814	 886814	 3.11735	 -4.68265	 -4.68265	 785229	 -355665	 -355665	 
211.68	 957690	 886844	 886844	 3.11961	 -4.68039	 -4.68039	 785165	 -355682	 -355682	 
211.69	 957627	 886875	 886875	 3.12188	 -4.67812	 -4.67812	 785102	 -355698	 -355698	 
211.7	 957564	 886906	 886906	 3.12415	 -4.67585	 -4.67585	 785039	 -355715	 -355715	 
211.71	 957500	 886937	 886937	 3.12641	 -4.67359	 -4.67359	 784976	 -355731	 -355731	 
211.72	 957437	 886968	 886968	 3.12868	 -4.67132	 -4.67132	 784912	 -355747	 -355747	 
211.73	 957374	 886998	 886998	 3.13094	 -4.66906	 -4.66906	 784849	 -355764	 -355764	 
211.74	 957311	 887029	 887029	 3.13321	 -4.66679	 -4.66679	 784786	 -355780	 -355780	 
211.75	 957248	 887060	 887060	 3.13548	 -4.66452	 -4.66452	 784723	 -355796	 -355796	 
211.76	 957185	 887091	 887091	 3.13775	 -4.66225	 -4.66225	 784660	 -355812	 -355812	 
211.77	 957124	 887120	 887120	 3.14001	 -4.65999	 -4.65999	 784598	 -355828	 -355828	 
211.78	 957062	 887151	 887151	 3.14228	 -4.65772	 -4.65772	 784535	 -355844	 -355844	 
211.79	 956997	 887182	 887182	 3.14455	 -4.65545	 -4.65545	 784471	 -355861	 -355861	 
211.8	 956934	 887213	 887213	 3.14682	 -4.65318	 -4.65318	 784407	 -355877	 -355877	 
211.81	 956871	 887243	 887243	 3.14909	 -4.65091	 -4.65091	 784345	 -355893	 -355893	 
211.82	 956809	 887274	 887274	 3.15136	 -4.64864	 -4.64864	 784282	 -355909	 -355909	 
211.83	 956746	 887304	 887304	 3.15363	 -4.64637	 -4.64637	 784219	 -355926	 -355926	 
211.84	 956682	 887335	 887335	 3.1559	 -4.6441	 -4.6441	 784155	 -355942	 -355942	 
211.85	 956620	 887366	 887366	 3.15817	 -4.64183	 -4.64183	 784092	 -355958	 -355958	 
211.86	 956557	 887396	 887396	 3.16044	 -4.63956	 -4.63956	 784029	 -355974	 -355974	 
211.87	 956494	 887426	 887426	 3.16272	 -4.63728	 -4.63728	 783966	 -355990	 -355990	 
211.88	 956431	 887457	 887457	 3.16499	 -4.63501	 -4.63501	 783903	 -356006	 -356006	 
211.89	 956368	 887487	 887487	 3.16726	 -4.63274	 -4.63274	 783840	 -356022	 -356022	 
211.9	 956306	 887518	 887518	 3.16953	 -4.63047	 -4.63047	 783777	 -356039	 -356039	 
211.91	 956243	 887548	 887548	 3.17181	 -4.62819	 -4.62819	 783714	 -356055	 -356055	 
211.92	 956180	 887578	 887578	 3.17408	 -4.62592	 -4.62592	 783651	 -356071	 -356071	 
211.93	 956117	 887609	 887609	 3.17636	 -4.62364	 -4.62364	 783588	 -356087	 -356087	 
211.94	 956055	 887639	 887639	 3.17863	 -4.62137	 -4.62137	 783525	 -356103	 -356103	 
211.95	 955992	 887669	 887669	 3.1809	 -4.6191	 -4.6191	 783462	 -356119	 -356119	 
211.96	 955929	 887699	 887699	 3.18318	 -4.61682	 -4.61682	 783399	 -356135	 -356135	 
211.97	 955866	 887729	 887729	 3.18546	 -4.61454	 -4.61454	 783336	 -356151	 -356151	 
211.98	 955804	 887760	 887760	 3.18773	 -4.61227	 -4.61227	 783274	 -356167	 -356167	 
211.99	 955741	 887790	 887790	 3.19001	 -4.60999	 -4.60999	 783211	 -356183	 -356183	 
212	 955678	 887820	 887820	 3.19228	 -4.60772	 -4.60772	 783148	 -356199	 -356199	 
212.01	 955616	 887850	 887850	 3.19456	 -4.60544	 -4.60544	 783085	 -356214	 -356214	 
212.02	 955553	 887880	 887880	 3.19684	 -4.60316	 -4.60316	 783022	 -356230	 -356230	 
212.03	 955491	 887910	 887910	 3.19912	 -4.60088	 -4.60088	 782959	 -356246	 -356246	 
212.04	 955428	 887940	 887940	 3.20139	 -4.59861	 -4.59861	 782896	 -356262	 -356262	 
212.05	 955365	 887969	 887969	 3.20367	 -4.59633	 -4.59633	 782834	 -356278	 -356278	 
212.06	 955303	 887999	 887999	 3.20595	 -4.59405	 -4.59405	 782771	 -356294	 -356294	 
212.07	 955240	 888029	 888029	 3.20823	 -4.59177	 -4.59177	 782708	 -356310	 -356310	 
212.08	 955178	 888059	 888059	 3.21051	 -4.58949	 -4.58949	 782645	 -356326	 -356326	 
212.09	 955115	 888089	 888089	 3.21279	 -4.58721	 -4.58721	 782582	 -356341	 -356341	 
212.1	 955053	 888118	 888118	 3.21507	 -4.58493	 -4.58493	 782520	 -356357	 -356357	 
212.11	 954990	 888148	 888148	 3.21735	 -4.58265	 -4.58265	 782457	 -356373	 -356373	 
212.12	 954928	 888178	 888178	 3.21963	 -4.58037	 -4.58037	 782394	 -356389	 -356389	 
212.13	 954865	 888207	 888207	 3.22191	 -4.57809	 -4.57809	 782331	 -356405	 -356405	 
212.14	 954803	 888237	 888237	 3.2242	 -4.5758	 -4.5758	 782269	 -356420	 -356420	 
212.15	 954740	 888266	 888266	 3.22648	 -4.57352	 -4.57352	 782206	 -356436	 -356436	 
212.16	 954678	 888296	 888296	 3.22876	 -4.57124	 -4.57124	 782143	 -356452	 -356452	 
212.17	 954615	 888325	 888325	 3.23104	 -4.56896	 -4.56896	 782080	 -356468	 -356468	 
212.18	 954553	 888354	 888354	 3.23333	 -4.56667	 -4.56667	 782018	 -356483	 -356483	 
212.19	 954491	 888384	 888384	 3.23561	 -4.56439	 -4.56439	 781955	 -356499	 -356499	 
212.2	 954428	 888413	 888413	 3.23789	 -4.56211	 -4.56211	 781892	 -356515	 -356515	 
212.21	 954366	 888442	 888442	 3.24018	 -4.55982	 -4.55982	 781830	 -356531	 -356531	 
212.22	 954304	 888471	 888471	 3.24246	 -4.55754	 -4.55754	 781767	 -356546	 -356546	 
212.23	 954241	 888501	 888501	 3.24475	 -4.55525	 -4.55525	 781704	 -356562	 -356562	 
212.24	 954179	 888530	 888530	 3.24703	 -4.55297	 -4.55297	 781642	 -356578	 -356578	 
212.25	 954116	 888559	 888559	 3.24932	 -4.55068	 -4.55068	 781579	 -356593	 -356593	 
212.26	 954054	 888588	 888588	 3.2516	 -4.5484	 -4.5484	 781517	 -356609	 -356609	 
212.27	 953992	 888617	 888617	 3.25389	 -4.54611	 -4.54611	 781454	 -356625	 -356625	 
212.28	 953930	 888646	 888646	 3.25618	 -4.54382	 -4.54382	 781391	 -356640	 -356640	 
212.29	 953867	 888675	 888675	 3.25846	 -4.54154	 -4.54154	 781329	 -356656	 -356656	 
212.3	 953805	 888704	 888704	 3.26075	 -4.53925	 -4.53925	 781266	 -356671	 -356671	 
212.31	 953743	 888733	 888733	 3.26304	 -4.53696	 -4.53696	 781204	 -356687	 -356687	 
212.32	 953680	 888761	 888761	 3.26533	 -4.53467	 -4.53467	 781141	 -356703	 -356703	 
212.33	 953618	 888790	 888790	 3.26762	 -4.53238	 -4.53238	 781078	 -356718	 -356718	 
212.34	 953556	 888819	 888819	 3.2699	 -4.5301	 -4.5301	 781016	 -356734	 -356734	 
212.35	 953494	 888848	 888848	 3.27219	 -4.52781	 -4.52781	 780953	 -356749	 -356749	 
212.36	 953432	 888876	 888876	 3.27448	 -4.52552	 -4.52552	 780891	 -356765	 -356765	 
212.37	 953369	 888905	 888905	 3.27677	 -4.52323	 -4.52323	 780828	 -356781	 -356781	 
212.38	 953307	 888933	 888933	 3.27906	 -4.52094	 -4.52094	 780766	 -356796	 -356796	 
212.39	 953245	 888962	 888962	 3.28135	 -4.51865	 -4.51865	 780703	 -356812	 -356812	 
212.4	 953183	 888990	 888990	 3.28364	 -4.51636	 -4.51636	 780641	 -356827	 -356827	 
212.41	 953121	 889019	 889019	 3.28593	 -4.51407	 -4.51407	 780578	 -356843	 -356843	 
212.42	 953059	 889047	 889047	 3.28823	 -4.51177	 -4.51177	 780516	 -356858	 -356858	 
212.43	 952997	 889076	 889076	 3.29052	 -4.50948	 -4.50948	 780454	 -356874	 -356874	 
212.44	 952935	 889104	 889104	 3.29281	 -4.50719	 -4.50719	 780391	 -356889	 -356889	 
212.45	 952872	 889132	 889132	 3.2951	 -4.5049	 -4.5049	 780329	 -356905	 -356905	 
212.46	 952810	 889160	 889160	 3.2974	 -4.5026	 -4.5026	 780266	 -356921	 -356921	 
212.47	 952748	 889189	 889189	 3.29969	 -4.50031	 -4.50031	 780204	 -356936	 -356936	 
212.48	 952686	 889217	 889217	 3.30198	 -4.49802	 -4.49802	 780142	 -356952	 -356952	 
212.49	 952625	 889245	 889245	 3.30428	 -4.49572	 -4.49572	 780079	 -356967	 -356967	 
212.5	 952563	 889273	 889273	 3.30657	 -4.49343	 -4.49343	 780017	 -356983	 -356983	 
212.51	 952501	 889301	 889301	 3.30887	 -4.49113	 -4.49113	 779955	 -356998	 -356998	 
212.52	 952439	 889329	 889329	 3.31116	 -4.48884	 -4.48884	 779893	 -357014	 -357014	 
212.53	 952377	 889357	 889357	 3.31346	 -4.48654	 -4.48654	 779830	 -357029	 -357029	 
212.54	 952315	 889385	 889385	 3.31575	 -4.48425	 -4.48425	 779768	 -357044	 -357044	 
212.55	 952253	 889413	 889413	 3.31805	 -4.48195	 -4.48195	 779706	 -357060	 -357060	 
212.56	 952191	 889441	 889441	 3.32034	 -4.47966	 -4.47966	 779644	 -357075	 -357075	 
212.57	 952129	 889468	 889468	 3.32264	 -4.47736	 -4.47736	 779581	 -357091	 -357091	 
212.58	 952068	 889496	 889496	 3.32494	 -4.47506	 -4.47506	 779519	 -357106	 -357106	 
212.59	 952006	 889524	 889524	 3.32723	 -4.47277	 -4.47277	 779457	 -357122	 -357122	 
212.6	 951944	 889552	 889552	 3.32953	 -4.47047	 -4.47047	 779395	 -357137	 -357137	 
212.61	 951882	 889579	 889579	 3.33183	 -4.46817	 -4.46817	 779333	 -357153	 -357153	 
212.62	 951820	 889607	 889607	 3.33413	 -4.46587	 -4.46587	 779270	 -357168	 -357168	 
212.63	 951759	 889635	 889635	 3.33643	 -4.46357	 -4.46357	 779208	 -357184	 -357184	 
212.64	 951697	 889662	 889662	 3.33873	 -4.46127	 -4.46127	 779146	 -357199	 -357199	 
212.65	 951635	 889690	 889690	 3.34102	 -4.45898	 -4.45898	 779084	 -357215	 -357215	 
212.66	 951573	 889717	 889717	 3.34332	 -4.45668	 -4.45668	 779022	 -357230	 -357230	 
212.67	 951512	 889745	 889745	 3.34562	 -4.45438	 -4.45438	 778960	 -357246	 -357246	 
212.68	 951450	 889772	 889772	 3.34792	 -4.45208	 -4.45208	 778897	 -357261	 -357261	 
212.69	 951388	 889800	 889800	 3.35023	 -4.44977	 -4.44977	 778835	 -357277	 -357277	 
212.7	 951326	 889827	 889827	 3.35253	 -4.44747	 -4.44747	 778773	 -357292	 -357292	 
212.71	 951265	 889855	 889855	 3.35483	 -4.44517	 -4.44517	 778711	 -357308	 -357308	 
212.72	 951203	 889882	 889882	 3.35713	 -4.44287	 -4.44287	 778649	 -357323	 -357323	 
212.73	 951141	 889910	 889910	 3.35943	 -4.44057	 -4.44057	 778587	 -357338	 -357338	 
212.74	 951079	 889937	 889937	 3.36173	 -4.43827	 -4.43827	 778525	 -357354	 -357354	 
212.75	 951018	 889964	 889964	 3.36404	 -4.43596	 -4.43596	 778463	 -357369	 -357369	 
212.76	 950956	 889992	 889992	 3.36634	 -4.43366	 -4.43366	 778401	 -357385	 -357385	 
212.77	 950894	 890019	 890019	 3.36864	 -4.43136	 -4.43136	 778339	 -357400	 -357400	 
212.78	 950833	 890046	 890046	 3.37094	 -4.42906	 -4.42906	 778276	 -357416	 -357416	 
212.79	 950771	 890074	 890074	 3.37325	 -4.42675	 -4.42675	 778214	 -357431	 -357431	 
212.8	 950709	 890101	 890101	 3.37555	 -4.42445	 -4.42445	 778152	 -357447	 -357447	 
212.81	 950648	 890128	 890128	 3.37786	 -4.42214	 -4.42214	 778090	 -357462	 -357462	 
212.82	 950586	 890155	 890155	 3.38016	 -4.41984	 -4.41984	 778028	 -357478	 -357478	 
212.83	 950524	 890183	 890183	 3.38247	 -4.41753	 -4.41753	 777966	 -357493	 -357493	 
212.84	 950463	 890210	 890210	 3.38477	 -4.41523	 -4.41523	 777904	 -357509	 -357509	 
212.85	 950401	 890237	 890237	 3.38708	 -4.41292	 -4.41292	 777842	 -357524	 -357524	 
212.86	 950340	 890264	 890264	 3.38938	 -4.41062	 -4.41062	 777780	 -357540	 -357540	 
212.87	 950278	 890291	 890291	 3.39169	 -4.40831	 -4.40831	 777718	 -357555	 -357555	 
212.88	 950216	 890319	 890319	 3.394	 -4.406	 -4.406	 777656	 -357571	 -357571	 
212.89	 950155	 890346	 890346	 3.3963	 -4.4037	 -4.4037	 777594	 -357586	 -357586	 
212.9	 950093	 890373	 890373	 3.39861	 -4.40139	 -4.40139	 777532	 -357602	 -357602	 
212.91	 950032	 890400	 890400	 3.40092	 -4.39908	 -4.39908	 777470	 -357617	 -357617	 
212.92	 949970	 890427	 890427	 3.40323	 -4.39677	 -4.39677	 777408	 -357633	 -357633	 
212.93	 949908	 890454	 890454	 3.40554	 -4.39446	 -4.39446	 777346	 -357648	 -357648	 
212.94	 949847	 890481	 890481	 3.40784	 -4.39216	 -4.39216	 777284	 -357664	 -357664	 
212.95	 949785	 890508	 890508	 3.41015	 -4.38985	 -4.38985	 777222	 -357680	 -357680	 
212.96	 949724	 890536	 890536	 3.41246	 -4.38754	 -4.38754	 777160	 -357695	 -357695	 
212.97	 949662	 890563	 890563	 3.41477	 -4.38523	 -4.38523	 777098	 -357711	 -357711	 
212.98	 949600	 890590	 890590	 3.41708	 -4.38292	 -4.38292	 777036	 -357726	 -357726	 
212.99	 949539	 890617	 890617	 3.41939	 -4.38061	 -4.38061	 776974	 -357742	 -357742	 
213	 949477	 890644	 890644	 3.4217	 -4.3783	 -4.3783	 776912	 -357757	 -357757	 
213.01	 949416	 890671	 890671	 3.42401	 -4.37599	 -4.37599	 776850	 -357773	 -357773	 
213.02	 949354	 890698	 890698	 3.42633	 -4.37367	 -4.37367	 776788	 -357788	 -357788	 
213.03	 949293	 890725	 890725	 3.42864	 -4.37136	 -4.37136	 776726	 -357804	 -357804	 
213.04	 949231	 890753	 890753	 3.43095	 -4.36905	 -4.36905	 776664	 -357819	 -357819	 
213.05	 949170	 890780	 890780	 3.43326	 -4.36674	 -4.36674	 776602	 -357835	 -357835	 
213.06	 949108	 890807	 890807	 3.43557	 -4.36443	 -4.36443	 776541	 -357851	 -357851	 
213.07	 949047	 890834	 890834	 3.43789	 -4.36211	 -4.36211	 776479	 -357866	 -357866	 
213.08	 948985	 890861	 890861	 3.4402	 -4.3598	 -4.3598	 776417	 -357882	 -357882	 
213.09	 948924	 890888	 890888	 3.44251	 -4.35749	 -4.35749	 776355	 -357897	 -357897	 
213.1	 948862	 890916	 890916	 3.44483	 -4.35517	 -4.35517	 776293	 -357913	 -357913	 
213.11	 948801	 890943	 890943	 3.44714	 -4.35286	 -4.35286	 776231	 -357929	 -357929	 
213.12	 948739	 890970	 890970	 3.44945	 -4.35055	 -4.35055	 776169	 -357944	 -357944	 
213.13	 948678	 890997	 890997	 3.45177	 -4.34823	 -4.34823	 776107	 -357960	 -357960	 
213.14	 948616	 891024	 891024	 3.45408	 -4.34592	 -4.34592	 776045	 -357975	 -357975	 
213.15	 948555	 891052	 891052	 3.4564	 -4.3436	 -4.3436	 775983	 -357991	 -357991	 
213.16	 948493	 891079	 891079	 3.45871	 -4.34129	 -4.34129	 775922	 -358007	 -358007	 
213.17	 948432	 891106	 891106	 3.46103	 -4.33897	 -4.33897	 775860	 -358022	 -358022	 
213.18	 948370	 891133	 891133	 3.46334	 -4.33666	 -4.33666	 775798	 -358038	 -358038	 
213.19	 948309	 891161	 891161	 3.46566	 -4.33434	 -4.33434	 775736	 -358053	 -358053	 
213.2	 948247	 891188	 891188	 3.46798	 -4.33202	 -4.33202	 775674	 -358069	 -358069	 
213.21	 948186	 891215	 891215	 3.47029	 -4.32971	 -4.32971	 775612	 -358085	 -358085	 
213.22	 948125	 891242	 891242	 3.47261	 -4.32739	 -4.32739	 775550	 -358100	 -358100	 
213.23	 948063	 891270	 891270	 3.47493	 -4.32507	 -4.32507	 775489	 -358116	 -358116	 
213.24	 948002	 891297	 891297	 3.47725	 -4.32275	 -4.32275	 775427	 -358132	 -358132	 
213.25	 947940	 891325	 891325	 3.47957	 -4.32043	 -4.32043	 775365	 -358147	 -358147	 
213.26	 947879	 891352	 891352	 3.48188	 -4.31812	 -4.31812	 775303	 -358163	 -358163	 
213.27	 947818	 891379	 891379	 3.4842	 -4.3158	 -4.3158	 775241	 -358179	 -358179	 
213.28	 947756	 891407	 891407	 3.48652	 -4.31348	 -4.31348	 775180	 -358194	 -358194	 
213.29	 947695	 891434	 891434	 3.48884	 -4.31116	 -4.31116	 775118	 -358210	 -358210	 
213.3	 947633	 891462	 891462	 3.49116	 -4.30884	 -4.30884	 775056	 -358226	 -358226	 
213.31	 947572	 891489	 891489	 3.49348	 -4.30652	 -4.30652	 774994	 -358241	 -358241	 
213.32	 947511	 891517	 891517	 3.4958	 -4.3042	 -4.3042	 774932	 -358257	 -358257	 
213.33	 947449	 891544	 891544	 3.49812	 -4.30188	 -4.30188	 774871	 -358272	 -358272	 
213.34	 947388	 891572	 891572	 3.50044	 -4.29956	 -4.29956	 774809	 -358288	 -358288	 
213.35	 947327	 891599	 891599	 3.50276	 -4.29724	 -4.29724	 774747	 -358304	 -358304	 
213.36	 947266	 891627	 891627	 3.50508	 -4.29492	 -4.29492	 774686	 -358319	 -358319	 
213.37	 947204	 891654	 891654	 3.50741	 -4.29259	 -4.29259	 774624	 -358335	 -358335	 
213.38	 947142	 891682	 891682	 3.50973	 -4.29027	 -4.29027	 774562	 -358351	 -358351	 
213.39	 947080	 891710	 891710	 3.51205	 -4.28795	 -4.28795	 774499	 -358366	 -358366	 
213.4	 947017	 891737	 891737	 3.51437	 -4.28563	 -4.28563	 774436	 -358382	 -358382	 
213.41	 946953	 891765	 891765	 3.5167	 -4.2833	 -4.2833	 774373	 -358398	 -358398	 
213.42	 946888	 891793	 891793	 3.51902	 -4.28098	 -4.28098	 774307	 -358413	 -358413	 
213.43	 946821	 891821	 891821	 3.52134	 -4.27866	 -4.27866	 774241	 -358429	 -358429	 
213.44	 946750	 891848	 891848	 3.52367	 -4.27633	 -4.27633	 774172	 -358445	 -358445	 
213.45	 946677	 891876	 891876	 3.52599	 -4.27401	 -4.27401	 774100	 -358460	 -358460	 
213.46	 946600	 891904	 891904	 3.52831	 -4.27169	 -4.27169	 774025	 -358476	 -358476	 
213.47	 946519	 891932	 891932	 3.53064	 -4.26936	 -4.26936	 773947	 -358492	 -358492	 
213.48	 946434	 891960	 891960	 3.53296	 -4.26704	 -4.26704	 773866	 -358507	 -358507	 
213.49	 946344	 891988	 891988	 3.53529	 -4.26471	 -4.26471	 773780	 -358523	 -358523	 
213.5	 946249	 892016	 892016	 3.53761	 -4.26239	 -4.26239	 773692	 -358539	 -358539	 
213.51	 946151	 892044	 892044	 3.53994	 -4.26006	 -4.26006	 773599	 -358555	 -358555	 
213.52	 946049	 892072	 892072	 3.54227	 -4.25773	 -4.25773	 773504	 -358570	 -358570	 
213.53	 945944	 892100	 892100	 3.54459	 -4.25541	 -4.25541	 773406	 -358586	 -358586	 
213.54	 945837	 892128	 892128	 3.54692	 -4.25308	 -4.25308	 773306	 -358602	 -358602	 
213.55	 945727	 892156	 892156	 3.54924	 -4.25076	 -4.25076	 773205	 -358617	 -358617	 
213.56	 945616	 892184	 892184	 3.55157	 -4.24843	 -4.24843	 773102	 -358633	 -358633	 
213.57	 945505	 892212	 892212	 3.5539	 -4.2461	 -4.2461	 772999	 -358649	 -358649	 
213.58	 945392	 892240	 892240	 3.55623	 -4.24377	 -4.24377	 772895	 -358664	 -358664	 
213.59	 945280	 892269	 892269	 3.55855	 -4.24145	 -4.24145	 772791	 -358680	 -358680	 
213.6	 945167	 892297	 892297	 3.56088	 -4.23912	 -4.23912	 772687	 -358696	 -358696	 
213.61	 945055	 892325	 892325	 3.56321	 -4.23679	 -4.23679	 772584	 -358712	 -358712	 
213.62	 944943	 892354	 892354	 3.56554	 -4.23446	 -4.23446	 772480	 -358727	 -358727	 
213.63	 944832	 892382	 892382	 3.56787	 -4.23213	 -4.23213	 772377	 -358743	 -358743	 
213.64	 944722	 892410	 892410	 3.5702	 -4.2298	 -4.2298	 772275	 -358759	 -358759	 
213.65	 944612	 892439	 892439	 3.57253	 -4.22747	 -4.22747	 772173	 -358774	 -358774	 
213.66	 944503	 892467	 892467	 3.57486	 -4.22514	 -4.22514	 772072	 -358790	 -358790	 
213.67	 944395	 892496	 892496	 3.57719	 -4.22281	 -4.22281	 771972	 -358806	 -358806	 
213.68	 944289	 892524	 892524	 3.57952	 -4.22048	 -4.22048	 771873	 -358822	 -358822	 
213.69	 944184	 892553	 892553	 3.58185	 -4.21815	 -4.21815	 771775	 -358837	 -358837	 
213.7	 944080	 892581	 892581	 3.58418	 -4.21582	 -4.21582	 771679	 -358853	 -358853	 
213.71	 943979	 892610	 892610	 3.58651	 -4.21349	 -4.21349	 771584	 -358869	 -358869	 
213.72	 943879	 892639	 892639	 3.58884	 -4.21116	 -4.21116	 771490	 -358885	 -358885	 
213.73	 943782	 892667	 892667	 3.59117	 -4.20883	 -4.20883	 771399	 -358900	 -358900	 
213.74	 943687	 892696	 892696	 3.5935	 -4.2065	 -4.2065	 771309	 -358916	 -358916	 
213.75	 943594	 892725	 892725	 3.59584	 -4.20416	 -4.20416	 771222	 -358932	 -358932	 
213.76	 943504	 892753	 892753	 3.59817	 -4.20183	 -4.20183	 771136	 -358947	 -358947	 
213.77	 943416	 892782	 892782	 3.6005	 -4.1995	 -4.1995	 771052	 -358963	 -358963	 
213.78	 943331	 892811	 892811	 3.60283	 -4.19717	 -4.19717	 770971	 -358979	 -358979	 
213.79	 943248	 892840	 892840	 3.60517	 -4.19483	 -4.19483	 770891	 -358995	 -358995	 
213.8	 943167	 892869	 892869	 3.6075	 -4.1925	 -4.1925	 770813	 -359010	 -359010	 
