Time	 FairTen1	 FairTen2	 FairTen3	 L1N20pZ	 L2N20pZ	 L3N20pZ	 L1N20FZ	 L2N20FZ	 L3N20FZ	 
(s)	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 (m)       	 (N)       	 (N)       	 (N)       	 
196.234	 902179	 902588	 902588	 -71.257	 -71.2578	 -71.2578	 -525870	 -525848	 -525848	 
196.26	 913484	 913930	 913930	 -71.257	 -71.2578	 -71.2578	 -532519	 -532518	 -532518	 
196.26	 901831	 902239	 902239	 -71.2649	 -71.2657	 -71.2657	 -525677	 -525654	 -525654	 
196.285	 913148	 913592	 913592	 -71.2649	 -71.2657	 -71.2657	 -532333	 -532331	 -532331	 
196.285	 901504	 901911	 901911	 -71.2728	 -71.2736	 -71.2736	 -525496	 -525472	 -525472	 
196.311	 912830	 913273	 913273	 -71.2728	 -71.2736	 -71.2736	 -532157	 -532155	 -532155	 
196.311	 901196	 901602	 901602	 -71.2807	 -71.2815	 -71.2815	 -525326	 -525302	 -525302	 
196.337	 912531	 912974	 912974	 -71.2807	 -71.2815	 -71.2815	 -531993	 -531990	 -531990	 
196.337	 900908	 901313	 901313	 -71.2886	 -71.2895	 -71.2895	 -525168	 -525143	 -525143	 
196.361	 912892	 913335	 913335	 -71.2883	 -71.2892	 -71.2892	 -532210	 -532208	 -532208	 
196.361	 901106	 901512	 901512	 -71.2959	 -71.2968	 -71.2968	 -525295	 -525271	 -525271	 
196.386	 912303	 912745	 912745	 -71.2959	 -71.2968	 -71.2968	 -531878	 -531875	 -531875	 
196.386	 900529	 900932	 900932	 -71.3035	 -71.3044	 -71.3044	 -524969	 -524944	 -524944	 
196.41	 911995	 912436	 912436	 -71.3035	 -71.3044	 -71.3044	 -531709	 -531705	 -531705	 
196.41	 900232	 900634	 900634	 -71.3111	 -71.312	 -71.312	 -524806	 -524780	 -524780	 
196.435	 911781	 912220	 912220	 -71.3111	 -71.312	 -71.312	 -531593	 -531589	 -531589	 
196.435	 900028	 900430	 900430	 -71.3187	 -71.3196	 -71.3196	 -524697	 -524671	 -524671	 
196.459	 911610	 912049	 912049	 -71.3187	 -71.3196	 -71.3196	 -531504	 -531499	 -531499	 
196.459	 899869	 900270	 900270	 -71.3263	 -71.3272	 -71.3272	 -524614	 -524588	 -524588	 
196.484	 911475	 911913	 911913	 -71.3263	 -71.3272	 -71.3272	 -531435	 -531430	 -531430	 
196.484	 899746	 900146	 900146	 -71.3339	 -71.3348	 -71.3348	 -524553	 -524526	 -524526	 
196.509	 911377	 911815	 911815	 -71.3339	 -71.3348	 -71.3348	 -531388	 -531383	 -531383	 
196.509	 899661	 900061	 900061	 -71.3415	 -71.3423	 -71.3423	 -524513	 -524486	 -524486	 
196.533	 911321	 911758	 911758	 -71.3415	 -71.3423	 -71.3423	 -531365	 -531360	 -531360	 
196.533	 899617	 900016	 900016	 -71.349	 -71.3499	 -71.3499	 -524497	 -524470	 -524470	 
196.558	 911308	 911745	 911745	 -71.349	 -71.3499	 -71.3499	 -531368	 -531363	 -531363	 
196.558	 899616	 900016	 900016	 -71.3566	 -71.3575	 -71.3575	 -524507	 -524480	 -524480	 
196.582	 911341	 911778	 911778	 -71.3566	 -71.3575	 -71.3575	 -531397	 -531392	 -531392	 
196.582	 899662	 900061	 900061	 -71.3641	 -71.365	 -71.365	 -524543	 -524516	 -524516	 
196.607	 911418	 911856	 911856	 -71.3641	 -71.365	 -71.365	 -531452	 -531447	 -531447	 
196.607	 899753	 900152	 900152	 -71.3716	 -71.3726	 -71.3726	 -524606	 -524579	 -524579	 
196.631	 911538	 911976	 911976	 -71.3716	 -71.3726	 -71.3726	 -531532	 -531527	 -531527	 
196.631	 899886	 900286	 900286	 -71.3792	 -71.3801	 -71.3801	 -524694	 -524667	 -524667	 
196.656	 911693	 912131	 912131	 -71.3792	 -71.3801	 -71.3801	 -531633	 -531628	 -531628	 
196.656	 900055	 900455	 900455	 -71.3867	 -71.3876	 -71.3876	 -524802	 -524776	 -524776	 
196.681	 911874	 912312	 912312	 -71.3867	 -71.3876	 -71.3876	 -531748	 -531744	 -531744	 
196.681	 900250	 900650	 900650	 -71.3942	 -71.3951	 -71.3951	 -524926	 -524900	 -524900	 
196.705	 912070	 912508	 912508	 -71.3942	 -71.3951	 -71.3951	 -531872	 -531869	 -531869	 
196.705	 900459	 900860	 900860	 -71.4017	 -71.4026	 -71.4026	 -525058	 -525033	 -525033	 
196.73	 912267	 912706	 912706	 -71.4017	 -71.4026	 -71.4026	 -531998	 -531994	 -531994	 
196.73	 900671	 901072	 901072	 -71.4092	 -71.4101	 -71.4101	 -525192	 -525166	 -525166	 
196.754	 912452	 912892	 912892	 -71.4092	 -71.4101	 -71.4101	 -532116	 -532113	 -532113	 
196.754	 900871	 901273	 901273	 -71.4166	 -71.4176	 -71.4176	 -525319	 -525294	 -525294	 
196.779	 912614	 913054	 913054	 -71.4166	 -71.4176	 -71.4176	 -532221	 -532218	 -532218	 
196.779	 901048	 901449	 901449	 -71.4241	 -71.4251	 -71.4251	 -525432	 -525407	 -525407	 
196.803	 912741	 913182	 913182	 -71.4241	 -71.4251	 -71.4251	 -532306	 -532303	 -532303	 
196.803	 901190	 901592	 901592	 -71.4316	 -71.4326	 -71.4326	 -525526	 -525501	 -525501	 
196.828	 912826	 913267	 913267	 -71.4316	 -71.4326	 -71.4326	 -532366	 -532364	 -532364	 
196.828	 901290	 901692	 901692	 -71.439	 -71.44	 -71.44	 -525595	 -525570	 -525570	 
196.853	 912863	 913304	 913304	 -71.439	 -71.44	 -71.44	 -532399	 -532397	 -532397	 
196.853	 901343	 901745	 901745	 -71.4465	 -71.4475	 -71.4475	 -525637	 -525612	 -525612	 
196.877	 912850	 913290	 913290	 -71.4465	 -71.4475	 -71.4475	 -532403	 -532400	 -532400	 
196.877	 901345	 901748	 901748	 -71.4539	 -71.4549	 -71.4549	 -525649	 -525625	 -525625	 
196.902	 912788	 913227	 913227	 -71.4539	 -71.4549	 -71.4549	 -532377	 -532375	 -532375	 
196.902	 901299	 901701	 901701	 -71.4613	 -71.4623	 -71.4623	 -525634	 -525609	 -525609	 
196.926	 912679	 913118	 913118	 -71.4613	 -71.4623	 -71.4623	 -532326	 -532323	 -532323	 
196.926	 901207	 901608	 901608	 -71.4687	 -71.4698	 -71.4698	 -525591	 -525567	 -525567	 
196.951	 912529	 912968	 912968	 -71.4687	 -71.4698	 -71.4698	 -532250	 -532247	 -532247	 
196.951	 901074	 901475	 901475	 -71.4761	 -71.4772	 -71.4772	 -525525	 -525501	 -525501	 
196.975	 912345	 912783	 912783	 -71.4761	 -71.4772	 -71.4772	 -532155	 -532152	 -532152	 
196.975	 900907	 901307	 901307	 -71.4835	 -71.4846	 -71.4846	 -525440	 -525415	 -525415	 
197	 912135	 912572	 912572	 -71.4835	 -71.4846	 -71.4846	 -532044	 -532041	 -532041	 
197	 900714	 901114	 901114	 -71.4909	 -71.4919	 -71.4919	 -525340	 -525314	 -525314	 
197.025	 911770	 912206	 912206	 -71.491	 -71.4921	 -71.4921	 -531844	 -531840	 -531840	 
197.025	 900304	 900702	 900702	 -71.4985	 -71.4996	 -71.4996	 -525112	 -525086	 -525086	 
197.05	 911673	 912109	 912109	 -71.4985	 -71.4996	 -71.4996	 -531799	 -531795	 -531795	 
197.05	 900226	 900624	 900624	 -71.506	 -71.5071	 -71.5071	 -525078	 -525052	 -525052	 
197.075	 911456	 911892	 911892	 -71.506	 -71.5071	 -71.5071	 -531685	 -531681	 -531681	 
197.075	 900028	 900425	 900425	 -71.5135	 -71.5145	 -71.5145	 -524975	 -524948	 -524948	 
197.1	 911209	 911644	 911644	 -71.5135	 -71.5145	 -71.5145	 -531553	 -531548	 -531548	 
197.1	 899800	 900196	 900196	 -71.5209	 -71.522	 -71.522	 -524854	 -524827	 -524827	 
197.125	 910960	 911393	 911393	 -71.5209	 -71.522	 -71.522	 -531420	 -531415	 -531415	 
197.125	 899570	 899966	 899966	 -71.5284	 -71.5295	 -71.5295	 -524732	 -524705	 -524705	 
197.15	 910717	 911150	 911150	 -71.5284	 -71.5295	 -71.5295	 -531292	 -531286	 -531286	 
197.15	 899347	 899742	 899742	 -71.5358	 -71.5369	 -71.5369	 -524615	 -524587	 -524587	 
197.175	 910489	 910921	 910921	 -71.5358	 -71.5369	 -71.5369	 -531171	 -531165	 -531165	 
197.175	 899139	 899533	 899533	 -71.5432	 -71.5443	 -71.5443	 -524506	 -524478	 -524478	 
197.2	 910280	 910711	 910711	 -71.5432	 -71.5443	 -71.5443	 -531061	 -531055	 -531055	 
197.2	 898950	 899344	 899344	 -71.5506	 -71.5517	 -71.5517	 -524408	 -524380	 -524380	 
197.225	 910096	 910526	 910526	 -71.5506	 -71.5517	 -71.5517	 -530967	 -530960	 -530960	 
197.225	 898787	 899180	 899180	 -71.558	 -71.5591	 -71.5591	 -524326	 -524297	 -524297	 
197.25	 909941	 910371	 910371	 -71.558	 -71.5591	 -71.5591	 -530889	 -530882	 -530882	 
197.25	 898653	 899045	 899045	 -71.5654	 -71.5665	 -71.5665	 -524260	 -524231	 -524231	 
197.275	 909820	 910250	 910250	 -71.5654	 -71.5665	 -71.5665	 -530831	 -530824	 -530824	 
197.275	 898554	 898945	 898945	 -71.5728	 -71.5739	 -71.5739	 -524214	 -524185	 -524185	 
197.3	 909735	 910164	 910164	 -71.5728	 -71.5739	 -71.5739	 -530794	 -530787	 -530787	 
197.3	 898490	 898881	 898881	 -71.5801	 -71.5813	 -71.5813	 -524190	 -524161	 -524161	 
197.325	 909688	 910117	 910117	 -71.5801	 -71.5813	 -71.5813	 -530779	 -530771	 -530771	 
197.325	 898465	 898856	 898856	 -71.5875	 -71.5886	 -71.5886	 -524187	 -524158	 -524158	 
197.35	 909678	 910107	 910107	 -71.5875	 -71.5886	 -71.5886	 -530785	 -530778	 -530778	 
197.35	 898476	 898867	 898867	 -71.5948	 -71.5959	 -71.5959	 -524207	 -524177	 -524177	 
197.375	 909703	 910132	 910132	 -71.5948	 -71.5959	 -71.5959	 -530813	 -530805	 -530805	 
197.375	 898524	 898915	 898915	 -71.6021	 -71.6033	 -71.6033	 -524247	 -524218	 -524218	 
197.4	 909761	 910190	 910190	 -71.6021	 -71.6033	 -71.6033	 -530859	 -530852	 -530852	 
197.4	 898605	 898996	 898996	 -71.6094	 -71.6106	 -71.6106	 -524306	 -524277	 -524277	 
197.425	 909847	 910276	 910276	 -71.6094	 -71.6106	 -71.6106	 -530921	 -530914	 -530914	 
197.425	 898713	 899104	 899104	 -71.6167	 -71.6178	 -71.6178	 -524382	 -524353	 -524353	 
197.45	 909955	 910384	 910384	 -71.6167	 -71.6178	 -71.6178	 -530997	 -530990	 -530990	 
197.45	 898844	 899236	 899236	 -71.6239	 -71.6251	 -71.6251	 -524471	 -524442	 -524442	 
197.475	 910079	 910508	 910508	 -71.6239	 -71.6251	 -71.6251	 -531082	 -531075	 -531075	 
197.475	 898992	 899383	 899383	 -71.6312	 -71.6324	 -71.6324	 -524569	 -524541	 -524541	 
197.5	 910212	 910642	 910642	 -71.6312	 -71.6324	 -71.6324	 -531172	 -531165	 -531165	 
197.5	 899148	 899540	 899540	 -71.6384	 -71.6396	 -71.6396	 -524673	 -524645	 -524645	 
197.525	 910346	 910776	 910776	 -71.6384	 -71.6396	 -71.6396	 -531263	 -531256	 -531256	 
197.525	 899306	 899698	 899698	 -71.6456	 -71.6468	 -71.6468	 -524777	 -524749	 -524749	 
197.55	 910474	 910904	 910904	 -71.6456	 -71.6468	 -71.6468	 -531350	 -531344	 -531344	 
197.55	 899458	 899850	 899850	 -71.6528	 -71.6541	 -71.6541	 -524879	 -524851	 -524851	 
197.575	 910589	 911019	 911019	 -71.6528	 -71.6541	 -71.6541	 -531429	 -531424	 -531424	 
197.575	 899596	 899989	 899989	 -71.66	 -71.6613	 -71.6613	 -524972	 -524945	 -524945	 
197.6	 910684	 911114	 911114	 -71.66	 -71.6613	 -71.6613	 -531498	 -531492	 -531492	 
197.6	 899716	 900109	 900109	 -71.6672	 -71.6684	 -71.6684	 -525054	 -525027	 -525027	 
197.625	 910754	 911184	 911184	 -71.6672	 -71.6684	 -71.6684	 -531551	 -531546	 -531546	 
197.625	 899810	 900204	 900204	 -71.6744	 -71.6756	 -71.6756	 -525122	 -525095	 -525095	 
197.65	 910795	 911225	 911225	 -71.6744	 -71.6756	 -71.6756	 -531589	 -531583	 -531583	 
197.65	 899877	 900270	 900270	 -71.6815	 -71.6827	 -71.6827	 -525174	 -525147	 -525147	 
197.675	 910806	 911237	 911237	 -71.6815	 -71.6827	 -71.6827	 -531608	 -531603	 -531603	 
197.675	 899913	 900307	 900307	 -71.6886	 -71.6899	 -71.6899	 -525209	 -525182	 -525182	 
197.7	 910788	 911218	 911218	 -71.6886	 -71.6899	 -71.6899	 -531611	 -531605	 -531605	 
197.7	 899920	 900313	 900313	 -71.6957	 -71.697	 -71.697	 -525226	 -525199	 -525199	 
197.725	 910741	 911171	 911171	 -71.6957	 -71.697	 -71.697	 -531597	 -531591	 -531591	 
197.725	 899899	 900292	 900292	 -71.7028	 -71.7041	 -71.7041	 -525227	 -525200	 -525200	 
197.748	 911934	 912368	 912368	 -71.7022	 -71.7035	 -71.7035	 -532300	 -532297	 -532297	 
197.748	 900870	 901266	 901266	 -71.7087	 -71.71	 -71.71	 -525808	 -525784	 -525784	 
197.771	 911114	 911545	 911545	 -71.7087	 -71.71	 -71.71	 -531837	 -531832	 -531832	 
197.771	 900073	 900467	 900467	 -71.7152	 -71.7165	 -71.7165	 -525359	 -525333	 -525333	 
197.794	 910806	 911236	 911236	 -71.7152	 -71.7165	 -71.7165	 -531670	 -531665	 -531665	 
197.794	 899790	 900183	 900183	 -71.7216	 -71.7229	 -71.7229	 -525207	 -525180	 -525180	 
197.817	 910641	 911071	 911071	 -71.7216	 -71.7229	 -71.7229	 -531587	 -531581	 -531581	 
197.817	 899651	 900043	 900043	 -71.7281	 -71.7294	 -71.7294	 -525138	 -525111	 -525111	 
197.84	 910508	 910937	 910937	 -71.7281	 -71.7294	 -71.7294	 -531521	 -531516	 -531516	 
197.84	 899543	 899935	 899935	 -71.7345	 -71.7358	 -71.7358	 -525087	 -525060	 -525060	 
197.862	 910379	 910808	 910808	 -71.7345	 -71.7358	 -71.7358	 -531458	 -531452	 -531452	 
197.862	 899440	 899831	 899831	 -71.7409	 -71.7422	 -71.7422	 -525039	 -525012	 -525012	 
197.885	 910250	 910678	 910678	 -71.7409	 -71.7422	 -71.7422	 -531395	 -531389	 -531389	 
197.885	 899336	 899727	 899727	 -71.7473	 -71.7486	 -71.7486	 -524991	 -524963	 -524963	 
197.908	 910122	 910550	 910550	 -71.7473	 -71.7486	 -71.7486	 -531332	 -531326	 -531326	 
197.908	 899234	 899625	 899625	 -71.7537	 -71.755	 -71.755	 -524944	 -524916	 -524916	 
197.931	 909998	 910425	 910425	 -71.7537	 -71.755	 -71.755	 -531272	 -531266	 -531266	 
197.931	 899136	 899527	 899527	 -71.7601	 -71.7614	 -71.7614	 -524899	 -524871	 -524871	 
197.954	 909880	 910307	 910307	 -71.7601	 -71.7614	 -71.7614	 -531215	 -531209	 -531209	 
197.954	 899045	 899435	 899435	 -71.7664	 -71.7678	 -71.7678	 -524858	 -524829	 -524829	 
197.977	 909771	 910197	 910197	 -71.7664	 -71.7678	 -71.7678	 -531164	 -531157	 -531157	 
197.977	 898963	 899352	 899352	 -71.7728	 -71.7741	 -71.7741	 -524822	 -524794	 -524794	 
198	 909674	 910100	 910100	 -71.7728	 -71.7741	 -71.7741	 -531119	 -531113	 -531113	 
198	 898893	 899282	 899282	 -71.7791	 -71.7804	 -71.7804	 -524793	 -524765	 -524765	 
198.02	 910967	 911397	 911397	 -71.7784	 -71.7797	 -71.7797	 -531879	 -531875	 -531875	 
198.02	 900176	 900569	 900569	 -71.784	 -71.7854	 -71.7854	 -525556	 -525530	 -525530	 
198.041	 909998	 910425	 910425	 -71.784	 -71.7854	 -71.7854	 -531329	 -531323	 -531323	 
198.041	 899231	 899622	 899622	 -71.7896	 -71.791	 -71.791	 -525019	 -524991	 -524991	 
198.061	 909646	 910072	 910072	 -71.7896	 -71.791	 -71.791	 -531135	 -531128	 -531128	 
198.061	 898904	 899293	 899293	 -71.7952	 -71.7966	 -71.7966	 -524839	 -524811	 -524811	 
198.082	 909522	 909947	 909947	 -71.7952	 -71.7966	 -71.7966	 -531073	 -531066	 -531066	 
198.082	 898804	 899193	 899193	 -71.8008	 -71.8022	 -71.8022	 -524792	 -524764	 -524764	 
198.102	 909888	 910315	 910315	 -71.8007	 -71.802	 -71.802	 -531295	 -531289	 -531289	 
198.102	 899029	 899418	 899418	 -71.8061	 -71.8075	 -71.8075	 -524934	 -524906	 -524906	 
198.122	 909714	 910140	 910140	 -71.8061	 -71.8075	 -71.8075	 -531205	 -531198	 -531198	 
198.122	 898880	 899269	 899269	 -71.8115	 -71.8129	 -71.8129	 -524857	 -524829	 -524829	 
198.142	 909666	 910092	 910092	 -71.8115	 -71.8129	 -71.8129	 -531187	 -531181	 -531181	 
198.142	 898857	 899246	 899246	 -71.817	 -71.8184	 -71.8184	 -524855	 -524826	 -524826	 
198.161	 909674	 910099	 910099	 -71.817	 -71.8184	 -71.8184	 -531201	 -531195	 -531195	 
198.161	 898890	 899279	 899279	 -71.8224	 -71.8238	 -71.8238	 -524883	 -524855	 -524855	 
198.181	 909707	 910133	 910133	 -71.8224	 -71.8238	 -71.8238	 -531231	 -531224	 -531224	 
198.181	 898949	 899338	 899338	 -71.8278	 -71.8292	 -71.8292	 -524928	 -524900	 -524900	 
198.201	 909892	 910319	 910319	 -71.8276	 -71.8291	 -71.8291	 -531348	 -531342	 -531342	 
198.201	 899282	 899672	 899672	 -71.8329	 -71.8343	 -71.8343	 -525133	 -525105	 -525105	 
198.22	 909781	 910207	 910207	 -71.8329	 -71.8343	 -71.8343	 -531293	 -531287	 -531287	 
198.22	 899196	 899586	 899586	 -71.8381	 -71.8396	 -71.8396	 -525093	 -525065	 -525065	 
198.24	 909790	 910216	 910216	 -71.8381	 -71.8396	 -71.8396	 -531309	 -531302	 -531302	 
198.24	 899230	 899620	 899620	 -71.8434	 -71.8448	 -71.8448	 -525122	 -525095	 -525095	 
198.259	 909850	 910276	 910276	 -71.8434	 -71.8448	 -71.8448	 -531353	 -531347	 -531347	 
198.259	 899315	 899705	 899705	 -71.8486	 -71.85	 -71.85	 -525181	 -525154	 -525154	 
198.279	 909931	 910357	 910357	 -71.8486	 -71.85	 -71.85	 -531410	 -531404	 -531404	 
198.279	 899421	 899812	 899812	 -71.8538	 -71.8552	 -71.8552	 -525253	 -525226	 -525226	 
198.298	 910023	 910449	 910449	 -71.8538	 -71.8552	 -71.8552	 -531472	 -531467	 -531467	 
198.298	 899538	 899929	 899929	 -71.859	 -71.8604	 -71.8604	 -525330	 -525303	 -525303	 
198.318	 910121	 910547	 910547	 -71.859	 -71.8604	 -71.8604	 -531539	 -531534	 -531534	 
198.318	 899662	 900053	 900053	 -71.8642	 -71.8656	 -71.8656	 -525411	 -525385	 -525385	 
198.337	 910223	 910650	 910650	 -71.8642	 -71.8656	 -71.8656	 -531608	 -531603	 -531603	 
198.337	 899790	 900181	 900181	 -71.8693	 -71.8708	 -71.8708	 -525495	 -525469	 -525469	 
198.357	 910327	 910755	 910755	 -71.8693	 -71.8708	 -71.8708	 -531678	 -531673	 -531673	 
198.357	 899920	 900311	 900311	 -71.8745	 -71.876	 -71.876	 -525580	 -525555	 -525555	 
198.376	 910431	 910859	 910859	 -71.8745	 -71.876	 -71.876	 -531748	 -531743	 -531743	 
198.376	 900050	 900442	 900442	 -71.8796	 -71.8811	 -71.8811	 -525665	 -525640	 -525640	 
198.396	 910104	 910531	 910531	 -71.8798	 -71.8813	 -71.8813	 -531568	 -531563	 -531563	 
198.396	 899858	 900250	 900250	 -71.8851	 -71.8866	 -71.8866	 -525562	 -525537	 -525537	 
198.417	 910418	 910845	 910845	 -71.8851	 -71.8866	 -71.8866	 -531760	 -531755	 -531755	 
198.417	 900199	 900591	 900591	 -71.8904	 -71.8919	 -71.8919	 -525770	 -525744	 -525744	 
198.437	 910576	 911004	 911004	 -71.8904	 -71.8919	 -71.8919	 -531862	 -531857	 -531857	 
198.437	 900384	 900777	 900777	 -71.8956	 -71.8971	 -71.8971	 -525887	 -525862	 -525862	 
198.457	 910667	 911095	 911095	 -71.8956	 -71.8971	 -71.8971	 -531924	 -531920	 -531920	 
198.457	 900502	 900896	 900896	 -71.9009	 -71.9024	 -71.9024	 -525965	 -525941	 -525941	 
198.478	 910516	 910944	 910944	 -71.9011	 -71.9026	 -71.9026	 -531847	 -531842	 -531842	 
198.478	 900203	 900596	 900596	 -71.9065	 -71.908	 -71.908	 -525799	 -525774	 -525774	 
198.499	 910810	 911239	 911239	 -71.9065	 -71.908	 -71.908	 -532027	 -532023	 -532023	 
198.499	 900526	 900920	 900920	 -71.912	 -71.9135	 -71.9135	 -525997	 -525972	 -525972	 
198.519	 910900	 911329	 911329	 -71.912	 -71.9135	 -71.9135	 -532089	 -532086	 -532086	 
198.519	 900645	 901039	 901039	 -71.9174	 -71.9189	 -71.9189	 -526076	 -526052	 -526052	 
198.54	 910905	 911335	 911335	 -71.9174	 -71.9189	 -71.9189	 -532102	 -532099	 -532099	 
198.54	 900680	 901074	 901074	 -71.9228	 -71.9243	 -71.9243	 -526106	 -526082	 -526082	 
198.561	 910873	 911302	 911302	 -71.9228	 -71.9243	 -71.9243	 -532093	 -532090	 -532090	 
198.561	 900677	 901071	 901071	 -71.9281	 -71.9297	 -71.9297	 -526114	 -526090	 -526090	 
198.582	 910821	 911250	 911250	 -71.9281	 -71.9297	 -71.9297	 -532073	 -532069	 -532069	 
198.582	 900654	 901048	 901048	 -71.9335	 -71.935	 -71.935	 -526111	 -526087	 -526087	 
198.603	 910758	 911187	 911187	 -71.9335	 -71.935	 -71.935	 -532046	 -532043	 -532043	 
198.603	 900621	 901015	 901015	 -71.9389	 -71.9404	 -71.9404	 -526102	 -526078	 -526078	 
198.624	 910691	 911120	 911120	 -71.9389	 -71.9404	 -71.9404	 -532017	 -532014	 -532014	 
198.624	 900584	 900978	 900978	 -71.9442	 -71.9457	 -71.9457	 -526090	 -526067	 -526067	 
198.645	 910625	 911054	 911054	 -71.9442	 -71.9457	 -71.9457	 -531989	 -531985	 -531985	 
198.645	 900549	 900943	 900943	 -71.9495	 -71.951	 -71.951	 -526079	 -526056	 -526056	 
198.666	 910563	 910992	 910992	 -71.9495	 -71.951	 -71.951	 -531962	 -531959	 -531959	 
198.666	 900517	 900911	 900911	 -71.9548	 -71.9563	 -71.9563	 -526071	 -526047	 -526047	 
198.687	 910507	 910935	 910935	 -71.9548	 -71.9563	 -71.9563	 -531939	 -531936	 -531936	 
198.687	 900491	 900885	 900885	 -71.9601	 -71.9616	 -71.9616	 -526066	 -526042	 -526042	 
198.708	 910455	 910884	 910884	 -71.9601	 -71.9616	 -71.9616	 -531919	 -531916	 -531916	 
198.708	 900471	 900865	 900865	 -71.9654	 -71.9669	 -71.9669	 -526063	 -526040	 -526040	 
198.728	 910407	 910836	 910836	 -71.9654	 -71.9669	 -71.9669	 -531901	 -531897	 -531897	 
198.728	 900454	 900848	 900848	 -71.9706	 -71.9722	 -71.9722	 -526063	 -526040	 -526040	 
198.749	 910360	 910789	 910789	 -71.9706	 -71.9722	 -71.9722	 -531883	 -531880	 -531880	 
198.749	 900438	 900832	 900832	 -71.9758	 -71.9774	 -71.9774	 -526064	 -526040	 -526040	 
198.77	 910312	 910740	 910740	 -71.9758	 -71.9774	 -71.9774	 -531865	 -531862	 -531862	 
198.77	 900421	 900815	 900815	 -71.9811	 -71.9826	 -71.9826	 -526064	 -526040	 -526040	 
198.791	 910261	 910689	 910689	 -71.9811	 -71.9826	 -71.9826	 -531845	 -531841	 -531841	 
198.791	 900401	 900796	 900796	 -71.9863	 -71.9878	 -71.9878	 -526062	 -526039	 -526039	 
198.812	 910206	 910634	 910634	 -71.9863	 -71.9878	 -71.9878	 -531822	 -531819	 -531819	 
198.812	 900378	 900772	 900772	 -71.9914	 -71.993	 -71.993	 -526058	 -526035	 -526035	 
198.833	 910147	 910575	 910575	 -71.9914	 -71.993	 -71.993	 -531798	 -531794	 -531794	 
198.833	 900351	 900745	 900745	 -71.9966	 -71.9982	 -71.9982	 -526052	 -526029	 -526029	 
198.854	 910087	 910514	 910514	 -71.9966	 -71.9982	 -71.9982	 -531772	 -531769	 -531769	 
198.854	 900322	 900717	 900717	 -72.0018	 -72.0034	 -72.0034	 -526045	 -526022	 -526022	 
198.875	 910026	 910453	 910453	 -72.0018	 -72.0034	 -72.0034	 -531746	 -531743	 -531743	 
198.875	 900294	 900688	 900688	 -72.0069	 -72.0085	 -72.0085	 -526038	 -526015	 -526015	 
198.896	 909967	 910395	 910395	 -72.0069	 -72.0085	 -72.0085	 -531722	 -531718	 -531718	 
198.896	 900267	 900662	 900662	 -72.012	 -72.0136	 -72.0136	 -526032	 -526009	 -526009	 
198.916	 909913	 910341	 910341	 -72.012	 -72.0136	 -72.0136	 -531700	 -531697	 -531697	 
198.916	 900246	 900640	 900640	 -72.0171	 -72.0187	 -72.0187	 -526029	 -526007	 -526007	 
198.937	 909866	 910293	 910293	 -72.0171	 -72.0187	 -72.0187	 -531682	 -531679	 -531679	 
198.937	 900232	 900626	 900626	 -72.0222	 -72.0238	 -72.0238	 -526031	 -526008	 -526008	 
198.958	 909827	 910254	 910254	 -72.0222	 -72.0238	 -72.0238	 -531669	 -531666	 -531666	 
198.958	 900226	 900620	 900620	 -72.0273	 -72.0289	 -72.0289	 -526037	 -526014	 -526014	 
198.979	 909797	 910224	 910224	 -72.0273	 -72.0289	 -72.0289	 -531661	 -531658	 -531658	 
198.979	 900229	 900623	 900623	 -72.0323	 -72.0339	 -72.0339	 -526048	 -526026	 -526026	 
199	 909777	 910204	 910204	 -72.0323	 -72.0339	 -72.0339	 -531659	 -531655	 -531655	 
199	 900241	 900635	 900635	 -72.0373	 -72.039	 -72.039	 -526065	 -526043	 -526043	 
199.023	 908493	 908916	 908916	 -72.0379	 -72.0396	 -72.0396	 -530925	 -530919	 -530919	 
199.023	 899322	 899713	 899713	 -72.0435	 -72.0451	 -72.0451	 -525536	 -525512	 -525512	 
199.047	 909185	 909611	 909611	 -72.0435	 -72.0451	 -72.0451	 -531337	 -531333	 -531333	 
199.047	 900051	 900445	 900445	 -72.0491	 -72.0507	 -72.0507	 -525969	 -525947	 -525947	 
199.07	 909386	 909812	 909812	 -72.0491	 -72.0507	 -72.0507	 -531464	 -531461	 -531461	 
199.07	 900288	 900683	 900683	 -72.0546	 -72.0562	 -72.0562	 -526118	 -526096	 -526096	 
199.094	 909305	 909731	 909731	 -72.0547	 -72.0564	 -72.0564	 -531428	 -531424	 -531424	 
199.094	 900161	 900556	 900556	 -72.0604	 -72.062	 -72.062	 -526054	 -526031	 -526031	 
199.117	 909516	 909943	 909943	 -72.0604	 -72.062	 -72.062	 -531562	 -531558	 -531558	 
199.117	 900410	 900806	 900806	 -72.066	 -72.0677	 -72.0677	 -526209	 -526188	 -526188	 
199.142	 909201	 909626	 909626	 -72.0662	 -72.0678	 -72.0678	 -531390	 -531387	 -531387	 
199.142	 900290	 900685	 900685	 -72.0719	 -72.0736	 -72.0736	 -526149	 -526128	 -526128	 
199.167	 909440	 909866	 909866	 -72.0719	 -72.0736	 -72.0736	 -531541	 -531537	 -531537	 
199.167	 900568	 900964	 900964	 -72.0777	 -72.0794	 -72.0794	 -526322	 -526301	 -526301	 
199.191	 909538	 909965	 909965	 -72.0777	 -72.0794	 -72.0794	 -531609	 -531606	 -531606	 
