Time	 FairTen1	 FairTen2	 FairTen3	 L1N20pZ	 L2N20pZ	 L3N20pZ	 L1N20FZ	 L2N20FZ	 L3N20FZ	 
(s)	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 (m)       	 (N)       	 (N)       	 (N)       	 
163.067	 912014	 912502	 912502	 -70.5884	 -70.5882	 -70.5882	 -530757	 -530768	 -530768	 
163.067	 900926	 901396	 901396	 -70.6001	 -70.5998	 -70.5998	 -524206	 -524207	 -524207	 
163.1	 911838	 912325	 912325	 -70.6001	 -70.5998	 -70.5998	 -530667	 -530678	 -530678	 
163.1	 900734	 901204	 901204	 -70.6117	 -70.6115	 -70.6115	 -524107	 -524107	 -524107	 
163.133	 911666	 912152	 912152	 -70.6117	 -70.6115	 -70.6115	 -530580	 -530590	 -530590	 
163.133	 900547	 901016	 901016	 -70.6234	 -70.6232	 -70.6232	 -524010	 -524010	 -524010	 
163.168	 910830	 911314	 911314	 -70.6239	 -70.6236	 -70.6236	 -530109	 -530118	 -530118	 
163.168	 899992	 900459	 900459	 -70.6361	 -70.6358	 -70.6358	 -523696	 -523695	 -523695	 
163.203	 911125	 911610	 911610	 -70.636	 -70.6358	 -70.6358	 -530293	 -530302	 -530302	 
163.203	 900274	 900741	 900741	 -70.6482	 -70.648	 -70.648	 -523871	 -523871	 -523871	 
163.237	 911157	 911641	 911641	 -70.6482	 -70.648	 -70.648	 -530325	 -530334	 -530334	 
163.237	 900292	 900759	 900759	 -70.6604	 -70.6602	 -70.6602	 -523895	 -523894	 -523894	 
163.272	 911190	 911673	 911673	 -70.6604	 -70.6602	 -70.6602	 -530357	 -530366	 -530366	 
163.272	 900312	 900778	 900778	 -70.6727	 -70.6724	 -70.6724	 -523920	 -523919	 -523919	 
163.307	 911248	 911731	 911731	 -70.6727	 -70.6724	 -70.6724	 -530405	 -530414	 -530414	 
163.307	 900357	 900823	 900823	 -70.6849	 -70.6847	 -70.6847	 -523960	 -523959	 -523959	 
163.341	 911322	 911805	 911805	 -70.6849	 -70.6847	 -70.6847	 -530462	 -530471	 -530471	 
163.341	 900420	 900886	 900886	 -70.6971	 -70.6969	 -70.6969	 -524010	 -524009	 -524009	 
163.378	 910253	 910734	 910734	 -70.6978	 -70.6976	 -70.6976	 -529860	 -529868	 -529868	 
163.378	 899952	 900417	 900417	 -70.7108	 -70.7106	 -70.7106	 -523746	 -523744	 -523744	 
163.415	 910811	 911293	 911293	 -70.7108	 -70.7106	 -70.7106	 -530198	 -530206	 -530206	 
163.415	 900500	 900965	 900965	 -70.7237	 -70.7235	 -70.7235	 -524078	 -524077	 -524077	 
163.451	 910924	 911405	 911405	 -70.7237	 -70.7235	 -70.7235	 -530279	 -530287	 -530287	 
163.451	 900603	 901067	 901067	 -70.7367	 -70.7365	 -70.7365	 -524153	 -524151	 -524151	 
163.488	 910959	 911440	 911440	 -70.7367	 -70.7365	 -70.7365	 -530315	 -530323	 -530323	 
163.488	 900628	 901092	 901092	 -70.7497	 -70.7495	 -70.7495	 -524183	 -524182	 -524182	 
163.524	 910948	 911429	 911429	 -70.7497	 -70.7495	 -70.7495	 -530326	 -530333	 -530333	 
163.524	 900609	 901072	 901072	 -70.7627	 -70.7625	 -70.7625	 -524188	 -524186	 -524186	 
163.561	 910887	 911367	 911367	 -70.7627	 -70.7625	 -70.7625	 -530307	 -530314	 -530314	 
163.561	 900539	 901002	 901002	 -70.7757	 -70.7755	 -70.7755	 -524164	 -524162	 -524162	 
163.597	 910768	 911248	 911248	 -70.7757	 -70.7755	 -70.7755	 -530254	 -530261	 -530261	 
163.597	 900412	 900875	 900875	 -70.7887	 -70.7885	 -70.7885	 -524107	 -524104	 -524104	 
163.634	 910589	 911068	 911068	 -70.7887	 -70.7885	 -70.7885	 -530167	 -530174	 -530174	 
163.634	 900226	 900688	 900688	 -70.8017	 -70.8016	 -70.8016	 -524015	 -524012	 -524012	 
163.671	 910352	 910831	 910831	 -70.8017	 -70.8016	 -70.8016	 -530046	 -530053	 -530053	 
163.671	 899983	 900444	 900444	 -70.8148	 -70.8146	 -70.8146	 -523890	 -523887	 -523887	 
163.712	 907525	 907999	 907999	 -70.8164	 -70.8163	 -70.8163	 -528431	 -528435	 -528435	 
163.712	 898680	 899138	 899138	 -70.8311	 -70.831	 -70.831	 -523136	 -523131	 -523131	 
163.753	 908094	 908568	 908568	 -70.8311	 -70.8309	 -70.8309	 -528779	 -528783	 -528783	 
163.753	 899245	 899704	 899704	 -70.8458	 -70.8457	 -70.8457	 -523481	 -523477	 -523477	 
163.794	 907854	 908327	 908327	 -70.8458	 -70.8456	 -70.8456	 -528660	 -528664	 -528664	 
163.794	 899002	 899461	 899461	 -70.8605	 -70.8604	 -70.8604	 -523360	 -523356	 -523356	 
163.835	 907597	 908069	 908069	 -70.8605	 -70.8604	 -70.8604	 -528531	 -528535	 -528535	 
163.835	 898742	 899200	 899200	 -70.8752	 -70.8751	 -70.8751	 -523230	 -523225	 -523225	 
163.876	 907406	 907878	 907878	 -70.8752	 -70.8751	 -70.8751	 -528441	 -528444	 -528444	 
163.876	 898549	 899005	 899005	 -70.8899	 -70.8898	 -70.8898	 -523138	 -523133	 -523133	 
163.918	 907291	 907762	 907762	 -70.8899	 -70.8898	 -70.8898	 -528395	 -528398	 -528398	 
163.918	 898432	 898888	 898888	 -70.9046	 -70.9045	 -70.9045	 -523090	 -523085	 -523085	 
163.959	 907239	 907710	 907710	 -70.9046	 -70.9045	 -70.9045	 -528386	 -528389	 -528389	 
163.959	 898379	 898834	 898834	 -70.9194	 -70.9193	 -70.9193	 -523080	 -523075	 -523075	 
164	 907234	 907704	 907704	 -70.9193	 -70.9193	 -70.9193	 -528403	 -528406	 -528406	 
164	 898372	 898827	 898827	 -70.9341	 -70.934	 -70.934	 -523097	 -523091	 -523091	 
164.042	 907132	 907602	 907602	 -70.9343	 -70.9342	 -70.9342	 -528366	 -528368	 -528368	 
164.042	 898295	 898749	 898749	 -70.9492	 -70.9491	 -70.9491	 -523071	 -523065	 -523065	 
164.083	 907299	 907768	 907768	 -70.9492	 -70.9491	 -70.9491	 -528483	 -528486	 -528486	 
164.083	 898462	 898915	 898915	 -70.9641	 -70.964	 -70.964	 -523188	 -523182	 -523182	 
164.123	 908457	 908928	 908928	 -70.9634	 -70.9634	 -70.9634	 -529174	 -529177	 -529177	 
164.123	 899009	 899463	 899463	 -70.9777	 -70.9777	 -70.9777	 -523533	 -523527	 -523527	 
164.161	 908996	 909467	 909467	 -70.9771	 -70.977	 -70.977	 -529504	 -529508	 -529508	 
164.161	 899208	 899662	 899662	 -70.9907	 -70.9907	 -70.9907	 -523675	 -523669	 -523669	 
164.199	 908707	 909177	 909177	 -70.9907	 -70.9907	 -70.9907	 -529356	 -529360	 -529360	 
164.199	 898920	 899373	 899373	 -71.0044	 -71.0044	 -71.0044	 -523527	 -523521	 -523521	 
164.238	 908784	 909254	 909254	 -71.0044	 -71.0044	 -71.0044	 -529419	 -529422	 -529422	 
164.238	 898998	 899451	 899451	 -71.018	 -71.018	 -71.018	 -523591	 -523584	 -523584	 
164.276	 908822	 909292	 909292	 -71.018	 -71.018	 -71.018	 -529459	 -529463	 -529463	 
164.276	 899039	 899492	 899492	 -71.0317	 -71.0317	 -71.0317	 -523632	 -523626	 -523626	 
164.314	 908754	 909223	 909223	 -71.0317	 -71.0317	 -71.0317	 -529438	 -529441	 -529441	 
164.314	 898974	 899426	 899426	 -71.0453	 -71.0453	 -71.0453	 -523613	 -523606	 -523606	 
164.352	 908576	 909045	 909045	 -71.0453	 -71.0453	 -71.0453	 -529353	 -529356	 -529356	 
164.352	 898801	 899252	 899252	 -71.059	 -71.059	 -71.059	 -523530	 -523523	 -523523	 
164.39	 908331	 908799	 908799	 -71.059	 -71.059	 -71.059	 -529229	 -529231	 -529231	 
164.39	 898560	 899011	 899011	 -71.0726	 -71.0726	 -71.0726	 -523408	 -523401	 -523401	 
164.428	 908084	 908552	 908552	 -71.0726	 -71.0726	 -71.0726	 -529103	 -529106	 -529106	 
164.428	 898319	 898769	 898769	 -71.0862	 -71.0862	 -71.0862	 -523286	 -523278	 -523278	 
164.466	 907896	 908362	 908362	 -71.0862	 -71.0862	 -71.0862	 -529011	 -529014	 -529014	 
164.466	 898136	 898585	 898585	 -71.0998	 -71.0999	 -71.0999	 -523197	 -523189	 -523189	 
164.504	 907794	 908260	 908260	 -71.0998	 -71.0999	 -71.0999	 -528970	 -528972	 -528972	 
164.504	 898041	 898490	 898490	 -71.1135	 -71.1135	 -71.1135	 -523159	 -523151	 -523151	 
164.543	 907772	 908238	 908238	 -71.1135	 -71.1135	 -71.1135	 -528974	 -528976	 -528976	 
164.543	 898025	 898474	 898474	 -71.1271	 -71.1271	 -71.1271	 -523168	 -523159	 -523159	 
164.581	 907800	 908266	 908266	 -71.1271	 -71.1271	 -71.1271	 -529008	 -529009	 -529009	 
164.581	 898060	 898509	 898509	 -71.1407	 -71.1407	 -71.1407	 -523205	 -523197	 -523197	 
164.619	 907847	 908313	 908313	 -71.1407	 -71.1407	 -71.1407	 -529052	 -529054	 -529054	 
164.619	 898116	 898564	 898564	 -71.1542	 -71.1543	 -71.1543	 -523254	 -523246	 -523246	 
164.657	 907901	 908367	 908367	 -71.1542	 -71.1543	 -71.1543	 -529100	 -529102	 -529102	 
164.657	 898178	 898626	 898626	 -71.1678	 -71.1679	 -71.1679	 -523307	 -523299	 -523299	 
164.695	 907971	 908437	 908437	 -71.1678	 -71.1679	 -71.1679	 -529158	 -529160	 -529160	 
164.695	 898257	 898706	 898706	 -71.1814	 -71.1815	 -71.1815	 -523370	 -523362	 -523362	 
164.733	 908078	 908544	 908544	 -71.1814	 -71.1815	 -71.1815	 -529237	 -529239	 -529239	 
164.733	 898373	 898822	 898822	 -71.195	 -71.195	 -71.195	 -523454	 -523446	 -523446	 
164.767	 911357	 911829	 911829	 -71.1933	 -71.1933	 -71.1933	 -531150	 -531155	 -531155	 
164.767	 900124	 900575	 900575	 -71.2051	 -71.2052	 -71.2052	 -524503	 -524497	 -524497	 
164.8	 910122	 910592	 910592	 -71.2051	 -71.2052	 -71.2052	 -530450	 -530454	 -530454	 
164.8	 898898	 899347	 899347	 -71.217	 -71.217	 -71.217	 -523808	 -523801	 -523801	 
164.833	 910090	 910559	 910559	 -71.2169	 -71.217	 -71.217	 -530445	 -530449	 -530449	 
164.833	 898875	 899324	 899324	 -71.2288	 -71.2289	 -71.2289	 -523809	 -523802	 -523802	 
164.867	 910199	 910668	 910668	 -71.2288	 -71.2289	 -71.2289	 -530522	 -530527	 -530527	 
164.867	 898995	 899444	 899444	 -71.2406	 -71.2407	 -71.2407	 -523893	 -523885	 -523885	 
164.9	 910277	 910746	 910746	 -71.2406	 -71.2407	 -71.2407	 -530581	 -530586	 -530586	 
164.9	 899084	 899533	 899533	 -71.2524	 -71.2525	 -71.2525	 -523958	 -523951	 -523951	 
164.933	 910291	 910760	 910760	 -71.2524	 -71.2525	 -71.2525	 -530603	 -530608	 -530608	 
164.933	 899110	 899559	 899559	 -71.2642	 -71.2643	 -71.2643	 -523987	 -523980	 -523980	 
164.967	 910239	 910708	 910708	 -71.2642	 -71.2643	 -71.2643	 -530587	 -530592	 -530592	 
164.967	 899071	 899520	 899520	 -71.276	 -71.2761	 -71.2761	 -523978	 -523971	 -523971	 
165	 910133	 910602	 910602	 -71.276	 -71.2761	 -71.2761	 -530540	 -530544	 -530544	 
165	 898978	 899426	 899426	 -71.2878	 -71.2879	 -71.2879	 -523938	 -523931	 -523931	 
165.029	 913535	 914010	 914010	 -71.2861	 -71.2862	 -71.2862	 -532520	 -532528	 -532528	 
165.029	 900978	 901430	 901430	 -71.2962	 -71.2963	 -71.2963	 -525128	 -525123	 -525123	 
165.057	 911677	 912148	 912148	 -71.2962	 -71.2963	 -71.2963	 -531456	 -531462	 -531462	 
165.057	 899132	 899580	 899580	 -71.3062	 -71.3064	 -71.3064	 -524071	 -524064	 -524064	 
165.085	 911853	 912325	 912325	 -71.3059	 -71.3061	 -71.3061	 -531569	 -531575	 -531575	 
165.085	 899058	 899507	 899507	 -71.3157	 -71.3158	 -71.3158	 -524043	 -524036	 -524036	 
165.113	 911325	 911796	 911796	 -71.3157	 -71.3158	 -71.3158	 -531274	 -531280	 -531280	 
165.113	 898543	 898991	 898991	 -71.3254	 -71.3256	 -71.3256	 -523756	 -523748	 -523748	 
165.14	 911093	 911564	 911564	 -71.3254	 -71.3256	 -71.3256	 -531150	 -531156	 -531156	 
165.14	 898326	 898773	 898773	 -71.3352	 -71.3353	 -71.3353	 -523640	 -523633	 -523633	 
165.167	 911600	 912071	 912071	 -71.3349	 -71.335	 -71.335	 -531454	 -531460	 -531460	 
165.167	 898598	 899046	 899046	 -71.3443	 -71.3445	 -71.3445	 -523812	 -523805	 -523805	 
165.194	 911122	 911592	 911592	 -71.3443	 -71.3445	 -71.3445	 -531187	 -531193	 -531193	 
165.194	 898134	 898581	 898581	 -71.3537	 -71.3539	 -71.3539	 -523554	 -523546	 -523546	 
165.221	 910917	 911388	 911388	 -71.3537	 -71.3539	 -71.3539	 -531079	 -531085	 -531085	 
165.221	 897945	 898392	 898392	 -71.3631	 -71.3633	 -71.3633	 -523455	 -523447	 -523447	 
165.248	 910789	 911259	 911259	 -71.3631	 -71.3633	 -71.3633	 -531015	 -531021	 -531021	 
165.248	 897832	 898279	 898279	 -71.3725	 -71.3727	 -71.3727	 -523400	 -523392	 -523392	 
165.275	 910697	 911167	 911167	 -71.3725	 -71.3727	 -71.3727	 -530972	 -530978	 -530978	 
165.275	 897756	 898203	 898203	 -71.3819	 -71.3821	 -71.3821	 -523366	 -523358	 -523358	 
165.301	 911353	 911824	 911824	 -71.3816	 -71.3818	 -71.3818	 -531362	 -531369	 -531369	 
165.301	 898207	 898654	 898654	 -71.3906	 -71.3908	 -71.3908	 -523641	 -523634	 -523634	 
165.326	 910960	 911431	 911431	 -71.3906	 -71.3908	 -71.3908	 -531145	 -531151	 -531151	 
165.326	 897830	 898277	 898277	 -71.3996	 -71.3998	 -71.3998	 -523433	 -523426	 -523426	 
165.352	 910905	 911375	 911375	 -71.3996	 -71.3998	 -71.3998	 -531123	 -531129	 -531129	 
165.352	 897791	 898238	 898238	 -71.4086	 -71.4088	 -71.4088	 -523421	 -523414	 -523414	 
165.378	 910964	 911435	 911435	 -71.4086	 -71.4088	 -71.4088	 -531168	 -531174	 -531174	 
165.378	 897867	 898314	 898314	 -71.4176	 -71.4179	 -71.4179	 -523475	 -523468	 -523468	 
165.404	 911076	 911547	 911547	 -71.4176	 -71.4179	 -71.4179	 -531243	 -531250	 -531250	 
165.404	 897996	 898444	 898444	 -71.4266	 -71.4269	 -71.4269	 -523561	 -523554	 -523554	 
165.43	 911214	 911686	 911686	 -71.4266	 -71.4269	 -71.4269	 -531334	 -531341	 -531341	 
165.43	 898152	 898600	 898600	 -71.4356	 -71.4358	 -71.4358	 -523661	 -523655	 -523655	 
165.456	 911358	 911829	 911829	 -71.4356	 -71.4358	 -71.4358	 -531427	 -531435	 -531435	 
165.456	 898314	 898761	 898761	 -71.4446	 -71.4448	 -71.4448	 -523765	 -523759	 -523759	 
165.481	 912274	 912747	 912747	 -71.4442	 -71.4444	 -71.4444	 -531968	 -531976	 -531976	 
165.481	 899084	 899533	 899533	 -71.4527	 -71.453	 -71.453	 -524226	 -524221	 -524221	 
165.505	 911888	 912361	 912361	 -71.4527	 -71.453	 -71.453	 -531755	 -531763	 -531763	 
165.505	 898715	 899164	 899164	 -71.4613	 -71.4615	 -71.4615	 -524024	 -524018	 -524018	 
165.53	 911824	 912296	 912296	 -71.4613	 -71.4615	 -71.4615	 -531728	 -531736	 -531736	 
165.53	 898669	 899118	 899118	 -71.4698	 -71.47	 -71.47	 -524007	 -524001	 -524001	 
165.555	 911817	 912290	 912290	 -71.4698	 -71.47	 -71.47	 -531734	 -531743	 -531743	 
165.555	 898681	 899129	 899129	 -71.4783	 -71.4786	 -71.4786	 -524024	 -524019	 -524019	 
165.58	 911805	 912277	 912277	 -71.4783	 -71.4785	 -71.4785	 -531738	 -531746	 -531746	 
165.58	 898687	 899136	 899136	 -71.4868	 -71.4871	 -71.4871	 -524038	 -524033	 -524033	 
165.604	 911785	 912258	 912258	 -71.4868	 -71.4871	 -71.4871	 -531737	 -531745	 -531745	 
165.604	 898687	 899135	 899135	 -71.4953	 -71.4956	 -71.4956	 -524049	 -524043	 -524043	 
165.629	 911769	 912242	 912242	 -71.4953	 -71.4956	 -71.4956	 -531738	 -531747	 -531747	 
165.629	 898690	 899139	 899139	 -71.5038	 -71.504	 -71.504	 -524061	 -524056	 -524056	 
165.654	 911767	 912240	 912240	 -71.5038	 -71.504	 -71.504	 -531748	 -531756	 -531756	 
165.654	 898707	 899156	 899156	 -71.5122	 -71.5125	 -71.5125	 -524082	 -524077	 -524077	 
165.679	 911781	 912254	 912254	 -71.5122	 -71.5125	 -71.5125	 -531766	 -531775	 -531775	 
165.679	 898741	 899190	 899190	 -71.5207	 -71.521	 -71.521	 -524112	 -524107	 -524107	 
165.703	 911805	 912278	 912278	 -71.5207	 -71.521	 -71.521	 -531791	 -531800	 -531800	 
165.703	 898786	 899235	 899235	 -71.5291	 -71.5294	 -71.5294	 -524149	 -524144	 -524144	 
165.728	 911827	 912300	 912300	 -71.5291	 -71.5294	 -71.5294	 -531815	 -531824	 -531824	 
165.728	 898828	 899278	 899278	 -71.5376	 -71.5378	 -71.5378	 -524184	 -524179	 -524179	 
165.753	 911830	 912303	 912303	 -71.5376	 -71.5378	 -71.5378	 -531827	 -531836	 -531836	 
165.753	 898852	 899301	 899301	 -71.546	 -71.5463	 -71.5463	 -524209	 -524204	 -524204	 
165.777	 911797	 912271	 912271	 -71.546	 -71.5463	 -71.5463	 -531819	 -531829	 -531829	 
165.777	 898840	 899290	 899290	 -71.5544	 -71.5547	 -71.5547	 -524213	 -524209	 -524209	 
165.8	 913377	 913853	 913853	 -71.5535	 -71.5538	 -71.5538	 -532744	 -532755	 -532755	 
165.8	 900253	 900705	 900705	 -71.5611	 -71.5614	 -71.5614	 -525051	 -525048	 -525048	 
165.822	 912216	 912690	 912690	 -71.5611	 -71.5614	 -71.5614	 -532082	 -532092	 -532092	 
165.822	 899111	 899562	 899562	 -71.5686	 -71.5689	 -71.5689	 -524401	 -524396	 -524396	 
165.844	 911751	 912225	 912225	 -71.5686	 -71.5689	 -71.5689	 -531823	 -531832	 -531832	 
165.844	 898667	 899116	 899116	 -71.5762	 -71.5765	 -71.5765	 -524153	 -524149	 -524149	 
165.866	 911479	 911952	 911952	 -71.5762	 -71.5765	 -71.5765	 -531675	 -531684	 -531684	 
165.866	 898415	 898864	 898864	 -71.5837	 -71.584	 -71.584	 -524017	 -524013	 -524013	 
165.889	 911240	 911713	 911713	 -71.5837	 -71.584	 -71.584	 -531547	 -531556	 -531556	 
165.889	 898197	 898646	 898646	 -71.5912	 -71.5915	 -71.5915	 -523901	 -523896	 -523896	 
165.911	 911001	 911474	 911474	 -71.5912	 -71.5915	 -71.5915	 -531418	 -531427	 -531427	 
165.911	 897979	 898428	 898428	 -71.5987	 -71.599	 -71.599	 -523785	 -523780	 -523780	 
165.933	 910761	 911233	 911233	 -71.5987	 -71.599	 -71.599	 -531289	 -531298	 -531298	 
165.933	 897760	 898208	 898208	 -71.6061	 -71.6065	 -71.6065	 -523668	 -523663	 -523663	 
165.955	 910527	 910999	 910999	 -71.6061	 -71.6065	 -71.6065	 -531164	 -531173	 -531173	 
165.955	 897547	 897995	 897995	 -71.6136	 -71.6139	 -71.6139	 -523555	 -523550	 -523550	 
165.978	 910306	 910778	 910778	 -71.6136	 -71.6139	 -71.6139	 -531047	 -531055	 -531055	 
165.978	 897348	 897797	 897797	 -71.6211	 -71.6214	 -71.6214	 -523450	 -523445	 -523445	 
166	 910106	 910577	 910577	 -71.6211	 -71.6214	 -71.6214	 -530941	 -530949	 -530949	 
166	 897170	 897618	 897618	 -71.6285	 -71.6288	 -71.6288	 -523358	 -523352	 -523352	 
166.021	 911161	 911635	 911635	 -71.628	 -71.6284	 -71.6284	 -531562	 -531572	 -531572	 
166.021	 897934	 898384	 898384	 -71.635	 -71.6353	 -71.6353	 -523816	 -523812	 -523812	 
166.042	 910396	 910868	 910868	 -71.635	 -71.6353	 -71.6353	 -531129	 -531137	 -531137	 
166.042	 897190	 897638	 897638	 -71.6419	 -71.6423	 -71.6423	 -523395	 -523390	 -523390	 
166.062	 910233	 910705	 910705	 -71.6418	 -71.6421	 -71.6421	 -531044	 -531053	 -531053	 
166.062	 897177	 897626	 897626	 -71.6486	 -71.6489	 -71.6489	 -523399	 -523394	 -523394	 
166.082	 909890	 910362	 910362	 -71.6486	 -71.6489	 -71.6489	 -530855	 -530864	 -530864	 
166.082	 896856	 897303	 897303	 -71.6553	 -71.6557	 -71.6557	 -523223	 -523218	 -523218	 
166.102	 910242	 910714	 910714	 -71.6552	 -71.6555	 -71.6555	 -531069	 -531078	 -531078	 
166.102	 897027	 897475	 897475	 -71.6618	 -71.6622	 -71.6622	 -523333	 -523329	 -523329	 
166.122	 909975	 910447	 910447	 -71.6618	 -71.6622	 -71.6622	 -530924	 -530933	 -530933	 
166.122	 896781	 897229	 897229	 -71.6684	 -71.6688	 -71.6688	 -523201	 -523196	 -523196	 
166.142	 910029	 910501	 910501	 -71.6683	 -71.6686	 -71.6686	 -530965	 -530974	 -530974	 
166.142	 896999	 897447	 897447	 -71.6747	 -71.6751	 -71.6751	 -523339	 -523334	 -523334	 
166.161	 909800	 910272	 910272	 -71.6747	 -71.6751	 -71.6751	 -530842	 -530851	 -530851	 
166.161	 896791	 897239	 897239	 -71.6812	 -71.6815	 -71.6815	 -523228	 -523223	 -523223	 
166.181	 909725	 910197	 910197	 -71.6812	 -71.6815	 -71.6815	 -530809	 -530818	 -530818	 
166.181	 896738	 897186	 897186	 -71.6876	 -71.688	 -71.688	 -523207	 -523202	 -523202	 
166.2	 909866	 910338	 910338	 -71.6874	 -71.6878	 -71.6878	 -530900	 -530909	 -530909	 
166.2	 897052	 897500	 897500	 -71.6937	 -71.6941	 -71.6941	 -523400	 -523396	 -523396	 
166.219	 909676	 910147	 910147	 -71.6937	 -71.6941	 -71.6941	 -530800	 -530809	 -530809	 
166.219	 896882	 897330	 897330	 -71.7	 -71.7004	 -71.7004	 -523312	 -523307	 -523307	 
166.238	 909618	 910090	 910090	 -71.7	 -71.7004	 -71.7004	 -530776	 -530785	 -530785	 
166.238	 896846	 897294	 897294	 -71.7062	 -71.7066	 -71.7066	 -523301	 -523296	 -523296	 
166.257	 910102	 910575	 910575	 -71.7061	 -71.7065	 -71.7065	 -531066	 -531076	 -531076	 
166.257	 897185	 897634	 897634	 -71.7122	 -71.7125	 -71.7125	 -523508	 -523504	 -523504	 
166.275	 909903	 910375	 910375	 -71.7122	 -71.7125	 -71.7125	 -530960	 -530970	 -530970	 
166.275	 897007	 897455	 897455	 -71.7182	 -71.7186	 -71.7186	 -523415	 -523411	 -523411	 
166.294	 909836	 910309	 910309	 -71.7182	 -71.7186	 -71.7186	 -530931	 -530941	 -530941	 
166.294	 896961	 897410	 897410	 -71.7243	 -71.7247	 -71.7247	 -523399	 -523394	 -523394	 
166.312	 909822	 910295	 910295	 -71.7243	 -71.7247	 -71.7247	 -530933	 -530943	 -530943	 
166.312	 896969	 897418	 897418	 -71.7304	 -71.7308	 -71.7308	 -523413	 -523409	 -523409	 
166.331	 909827	 910300	 910300	 -71.7304	 -71.7308	 -71.7308	 -530946	 -530955	 -530955	 
166.331	 896996	 897445	 897445	 -71.7364	 -71.7368	 -71.7368	 -523438	 -523434	 -523434	 
166.349	 910008	 910481	 910481	 -71.7362	 -71.7366	 -71.7366	 -531060	 -531070	 -531070	 
166.349	 897382	 897831	 897831	 -71.7421	 -71.7425	 -71.7425	 -523673	 -523670	 -523670	 
166.367	 909806	 910278	 910278	 -71.7421	 -71.7425	 -71.7425	 -530953	 -530962	 -530962	 
166.367	 897200	 897650	 897650	 -71.748	 -71.7484	 -71.7484	 -523578	 -523574	 -523574	 
166.385	 909743	 910215	 910215	 -71.748	 -71.7484	 -71.7484	 -530926	 -530936	 -530936	 
166.385	 897159	 897608	 897608	 -71.7538	 -71.7542	 -71.7542	 -523564	 -523560	 -523560	 
166.403	 909743	 910215	 910215	 -71.7538	 -71.7542	 -71.7542	 -530935	 -530945	 -530945	 
166.403	 897180	 897630	 897630	 -71.7597	 -71.7601	 -71.7601	 -523586	 -523582	 -523582	 
166.421	 909768	 910240	 910240	 -71.7597	 -71.7601	 -71.7601	 -530960	 -530970	 -530970	 
166.421	 897227	 897677	 897677	 -71.7655	 -71.7659	 -71.7659	 -523623	 -523619	 -523619	 
166.439	 909804	 910277	 910277	 -71.7655	 -71.7659	 -71.7659	 -530991	 -531000	 -531000	 
166.439	 897286	 897735	 897735	 -71.7713	 -71.7717	 -71.7717	 -523666	 -523663	 -523663	 
